Rating,Name,Rating Agency Name,Date,Sector,currentRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,grossProfitMargin,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
A,Company 53,Rating agency 1,1/20/2015,Public Utilities,-1.093714063,-1.88149241,-0.063948269,0.088589222,1.47653001,-0.262752361,-0.421314168,-0.727969738,-1.297521312,0.136318277,0.440845168,0.155843711,-0.719046355,-6.399551167,-0.124296484,6.219973238,0.069529358,-0.973392188
BBB,Company 148,Rating agency 4,1/20/2015,Energy,-2.383726464,-2.380963579,-2.446369468,0.972068737,-0.025119436,0.552840762,0.328850475,-0.915803003,-1.510979715,0.098039181,0.265374331,0.179220041,-0.313739514,-0.10599695,0.000297064,0.091086198,0.94365869,-0.336648239
A,Company 424,Rating agency 4,1/21/2015,Finance,-1.199293181,-2.076750953,0.598646448,-0.037544526,1.51081041,0.194942565,0.254778214,0.193072803,1.253548965,0.149683422,0.492476091,0.150981649,0.544966745,-0.02736397,0.040523387,-0.321111365,-0.342021516,-1.777398613
BBB,Company 144,Rating agency 4,1/21/2015,Health Care,0.211125193,0.624848945,0.395359496,0.07111242,-0.439431891,-0.077907563,0.240399529,0.28696446,0.624623758,0.041106843,-0.113124373,0.460227785,0.342128635,0.112853323,0.086421312,0.265533415,-0.236987399,0.965970436
BBB,Company 345,Rating agency 1,1/21/2015,Technology,-0.209162207,0.036212739,0.759344032,0.067501229,-0.678240189,0.479617285,0.4420782,0.276118693,0.56126901,0.104843882,0.300411612,0.176071241,-0.224527401,-0.126429814,-0.075737112,-0.485103962,-0.580215298,0.376430681
BB,Company 433,Rating agency 2,1/23/2015,Public Utilities,-0.06392705,-0.020222887,0.30221307,-0.469569184,0.576557957,-0.738647138,-0.022201642,-0.043219622,-0.481931752,-0.018074378,-0.896090998,0.04230271,-5.24355877,-0.382507652,0.017704453,-0.443567745,-0.485631503,-0.158235263
BB,Company 530,Rating agency 1,1/23/2015,Energy,1.087095894,0.687676956,0.295836844,-0.327431941,-0.986639211,-0.384926114,-1.338500548,0.774808699,0.48565566,-0.000579761,-0.543303165,0.071264904,0.126942712,-0.080190686,0.048346516,-0.343591853,-0.407684596,0.571642814
B,Company 457,Rating agency 3,1/27/2015,Energy,-1.038210169,-0.949597196,0.511140636,1.695968803,1.488257534,0.367637987,0.159151066,-1.221629868,-1.650497115,0.033522053,-0.141834665,0.195293561,0.60792508,0.004050525,-0.025998627,-0.240232968,1.053120567,-1.777398613
AA,Company 341,Rating agency 1,1/28/2015,Technology,1.09686182,0.431472434,0.150643323,0.893353516,0.175977922,1.465462024,0.677314905,0.186453461,0.28287505,-0.043857468,-1.421051049,0.102507455,0.513025693,-0.003877446,0.113167791,-0.221400307,0.267050869,0.915256365
AA,Company 359,Rating agency 1,1/28/2015,Health Care,0.402022298,0.161230317,0.384642723,0.497783557,-0.094055067,1.663800959,1.050509471,0.520511761,0.150042671,0.022137578,-0.261772923,0.114951253,0.386144632,0.171540201,0.153079382,0.372128847,0.016773203,0.591857654
B,Company 98,Rating agency 3,1/28/2015,Health Care,0.103385291,0.59798511,0.287037338,0.060402021,1.497282149,-0.141933232,-0.487549,-0.360766993,-0.755301494,0.033945448,-0.131090694,0.157910665,-0.439518916,-0.140461595,0.488497453,-0.438357155,-0.263037485,-1.777398613
BB,Company 269,Rating agency 3,1/28/2015,Capital Goods,0.955541323,0.878195672,0.290396137,-0.904552639,-1.059988658,-1.676425593,-0.022201642,0.558437434,0.53008909,-0.004173306,-0.648773424,-0.101546369,-0.132942895,-0.129243022,-0.760784137,-0.609962741,-0.507664996,0.561079355
BBB,Company 112,Rating agency 4,1/28/2015,Technology,-0.394679327,0.693344797,0.589887038,0.366862669,0.536295227,0.044195066,-0.100149726,-0.445747566,0.888916866,0.023086296,-0.266129329,0.051757386,0.51274619,-0.009489735,-0.004213973,-0.247075318,0.152053925,-0.585358207
BB,Company 354,Rating agency 1,1/29/2015,Basic Industries,1.11854231,1.581324267,0.497504024,-0.103280822,-0.603483029,-0.218226847,-0.433152356,-0.314662784,-0.265814508,0.160308041,0.553447404,-0.056052166,0.398216691,0.055959997,0.109142002,0.059190391,-0.0017884,0.370900729
BBB,Company 255,Rating agency 3,1/30/2015,Consumer Services,-1.420987747,0.726747459,-2.446369468,0.375174853,0.856249698,-0.091951066,-0.415719515,-0.375491955,-1.150653601,-0.047945168,-1.569200519,-0.115655465,0.334657213,-0.094808038,0.13947821,-0.529974084,0.037491023,-0.183694064
BBB,Company 417,Rating agency 3,1/30/2015,Health Care,1.273246076,0.863000434,0.680613818,0.297506066,0.395092107,0.563234743,1.230217039,0.149029744,0.135994931,0.268028153,0.784870619,0.113897732,0.333440662,-0.104005518,0.427323813,-0.574808247,-0.214635158,0.200433919
BBB,Company 263,Rating agency 1,02/04/2015,Capital Goods,-0.433802482,-0.009001297,0.448667956,0.230551584,0.076227258,-0.195170546,-0.506986404,-0.489774321,0.556596602,-0.007413109,-0.674395817,-0.051042235,0.45284806,0.08192054,0.209079364,0.08460742,-0.135211878,0.648626913
BBB,Company 371,Rating agency 3,02/04/2015,Technology,0.666729486,0.313187088,1.021091323,-0.041368355,-0.617924848,0.241543278,-0.403562547,0.042909625,1.042731685,0.018314466,-0.344125456,0.166442645,0.23310672,-0.073830742,-0.004471099,-0.366347993,-0.159135601,0.713525355
BBB,Company 179,Rating agency 1,02/04/2015,Capital Goods,-0.239101305,-0.351335434,0.348065274,-0.26235121,1.506925424,0.833938951,1.267264342,1.303102642,0.551070898,0.513842412,1.082012508,0.14881615,-0.415192199,-0.132763836,-0.036085012,-0.009770331,-0.498531414,-0.497959891
BBB,Company 16,Rating agency 1,02/09/2015,Public Utilities,-0.323878523,-0.659018677,0.327208409,-0.038483814,1.521551422,-0.300502192,-0.124492032,-0.557987479,-1.116366877,0.278781898,0.816132443,0.158252693,-0.569687782,-0.163331428,0.06100402,-0.040368349,-0.005536382,-0.589065966
BBB,Company 367,Rating agency 4,02/09/2015,Energy,-0.831817798,0.050841621,-0.966419663,0.901260041,0.698070292,0.664422138,0.663449468,-0.346267809,-1.111918207,0.046618466,-0.045463067,-0.132317181,0.299874805,-0.048597364,0.558782092,-0.277208571,0.663502898,-0.246463696
A,Company 45,Rating agency 1,02/10/2015,Health Care,0.188616272,0.481858647,0.539041285,0.459769609,-0.070585317,-0.310233717,0.828588428,0.027858144,-0.27970522,0.09809294,0.244739679,0.365033098,0.012379548,-0.040239397,-0.009204685,0.026951547,-0.031529842,-0.664772583
BBB,Company 189,Rating agency 1,02/10/2015,Capital Goods,0.990646149,0.172375383,0.622592378,-0.096262314,-0.595862667,-0.193253261,-0.623496662,0.17831356,0.053587325,-0.014786016,-0.782484508,0.174479474,0.176801411,-0.057911359,0.091639139,-0.253958586,-0.322553963,0.621261887
AA,Company 95,Rating agency 1,02/11/2015,Consumer Non-Durables,-0.398997167,0.06824144,0.095598821,0.318574638,0.22476092,2.440723496,2.866744837,0.787343138,0.232949598,0.789955951,1.226031591,0.154203018,0.383398896,-0.025686052,0.258517712,-0.228739267,-0.037071292,0.180902935
BBB,Company 223,Rating agency 1,02/11/2015,Capital Goods,0.051438826,-0.307841836,0.177259156,-0.177318463,-0.910714551,0.209555017,-0.23085478,0.792377908,0.496623773,-0.002046938,-0.615334658,0.1667075,-0.098089952,-0.078749473,-0.080803674,-0.10621272,-0.482798893,0.797458415
BB,Company 117,Rating agency 1,02/12/2015,Technology,-0.09576258,-0.055017158,1.387902921,0.037518335,-0.328786096,-0.189532367,-0.464279984,-0.330760134,0.621733066,0.039309449,-0.214960063,0.009882021,0.549180421,0.132759405,0.037841341,0.138719997,-0.112097885,0.01023799
AA,Company 232,Rating agency 3,2/13/2015,Technology,-0.374527981,-0.112535113,0.155894868,0.334951308,-0.040122681,1.467039143,2.152430076,0.259812109,0.70145195,0.662454583,1.166287856,0.049828502,0.386590426,0.349609736,-0.004392316,0.755670249,-0.06208533,0.324272543
BB,Company 260,Rating agency 3,2/13/2015,Consumer Services,0.689274801,1.289510119,-0.017353732,0.357992268,0.619469936,-0.032783356,0.388216475,0.156519454,0.809703598,-0.000889618,-0.601221657,-0.018571526,0.483076237,0.001756698,0.161793035,-0.187074539,-0.194296598,0.758834726
BBB,Company 130,Rating agency 1,2/13/2015,Capital Goods,-0.193040607,0.026570839,0.411720917,-0.034857088,-0.704667223,0.082607164,0.452751646,0.040680243,0.07341275,0.265182862,0.804637947,0.101821104,0.419316462,0.264757535,-0.064913459,0.548870325,-0.169416474,0.233434111
B,Company 557,Rating agency 3,2/17/2015,Technology,0.090490942,0.648598724,0.201212138,-1.262972362,-0.892958217,-3.311508719,3.760369805,0.802600423,0.040736504,-8.753538437,1.639140383,-0.143466039,1.060152662,-0.215762569,-0.7623609,-1.081306538,-0.824223525,0.435069736
A,Company 104,Rating agency 1,2/18/2015,Technology,0.224094073,-0.9627188,0.559376576,-0.241878882,-0.495976276,0.060887067,-1.259109188,0.061614921,0.597179264,0.013240478,-0.410194413,0.064348454,0.47972636,0.048526068,0.063127519,-0.039080793,-0.175178746,0.451005307
A,Company 275,Rating agency 1,2/18/2015,Technology,0.374636326,0.668696684,0.569031664,0.322093936,-0.531363924,0.366738007,0.340326865,0.10345088,0.2704043,0.008861441,-0.480870924,-0.041553733,0.290914965,0.002113393,0.043047796,-0.062167108,-0.155815534,0.309913195
BB,Company 87,Rating agency 2,2/18/2015,Capital Goods,0.203826613,0.670633378,-1.931068419,0.167115677,-0.706074725,0.311959343,2.056037001,0.690423636,0.612478829,0.492242731,1.084207091,-0.667863424,0.402204741,-0.084247175,0.073727396,-0.496451129,-0.398363451,0.285700757
BBB,Company 418,Rating agency 3,2/18/2015,Energy,-0.637695087,-0.009829963,0.137399602,3.265222438,1.508678279,1.391225294,2.766253231,-0.428039431,-1.199552932,0.47153562,1.048837417,-0.126198916,-0.585912011,-0.158819193,0.337943956,-0.222115569,1.052461825,-1.777398613
B,Company 446,Rating agency 3,2/20/2015,Consumer Services,2.264306181,1.970232554,0.076987007,-0.398842008,0.223747541,-0.599369019,-2.897473692,-0.233572085,-0.677420191,0.593454552,1.16936372,0.540779891,-0.250056504,-0.129915441,0.145763758,-0.517096171,-0.024755916,0.851482442
BB,Company 119,Rating agency 1,2/20/2015,Health Care,0.307863669,0.440597484,0.567293527,0.048304227,1.500795,-0.199159004,-0.038161007,-0.245598284,0.127270115,0.124445914,0.402968139,0.302288035,0.171585598,0.018193727,0.061445252,0.107591725,-0.111092446,-1.777398613
BBB,Company 86,Rating agency 1,2/20/2015,Basic Industries,1.298848523,0.059698249,0.430937272,-0.119647359,-1.01333834,-0.362785713,-1.527836095,-0.497719424,-0.803242255,-0.0435552,-1.450067043,0.18901466,-0.013076743,-0.030698324,0.190087112,0.091911202,-0.216706631,0.858523428
B,Company 336,Rating agency 3,2/24/2015,Basic Industries,1.540513432,0.755139327,0.503451454,-0.073770647,-0.906998784,0.133777268,-0.141633096,0.523456137,0.097598527,-0.005307183,-0.620097149,0.087588583,-0.107549024,-0.132061827,-0.009386713,-0.663275884,-0.458648126,0.275945794
BB,Company 479,Rating agency 3,2/24/2015,Capital Goods,2.126577116,1.791265466,0.374012266,0.485165066,-0.278193708,0.177364985,-0.454469914,-0.53151114,-1.063413415,-0.055876685,-1.885082116,0.116751493,-2.489098176,-0.176816525,0.085313486,-0.697778376,-0.02376504,0.101149744
B,Company 403,Rating agency 3,2/25/2015,Consumer Services,-0.078756285,0.368945693,-2.446369468,-0.13756598,-0.579278814,-0.000549987,-0.018864547,0.242095575,1.653198226,0.151947343,0.488956664,0.07227883,-7.131213658,-0.180948035,-0.210748254,-0.756992362,-0.624516371,1.268590997
A,Company 386,Rating agency 1,2/26/2015,Technology,0.302909836,0.63574154,-0.653172309,0.784092782,1.424586509,2.201477579,0.785727122,0.347455646,0.607157792,-0.045872982,-1.474370045,0.161559399,0.527578215,0.050125242,0.22685276,-0.067628856,0.332954668,-1.134321281
B,Company 381,Rating agency 3,2/26/2015,Capital Goods,1.100610339,0.692732955,0.535937486,-0.360912788,-1.167051558,-0.734600315,-0.131495607,1.194009772,0.878557801,0.4698896,1.059675392,-1.708218364,-1.023165647,-0.148381767,-0.038507018,-0.744898648,-0.59647418,0.702462548
A,Company 74,Rating agency 1,2/27/2015,Capital Goods,-1.733249909,-0.181007476,0.175989003,0.136010951,-0.792738834,0.283002176,0.969406636,-0.15445705,0.451524793,0.41385098,1.03402756,0.158762718,0.323273567,0.132747738,0.064136336,0.333912787,-0.28584511,-0.380233015
B,Company 283,Rating agency 1,03/02/2015,Public Utilities,-1.124687807,-0.431665657,0.336784579,-0.079199649,0.906511901,0.128342816,-0.022201642,0.129751477,-0.445938098,-0.528490616,2.609482229,0.232883793,-0.509697709,-0.143554252,0.173064732,-0.645324043,-0.189616427,-0.718649977
BBB,Company 209,Rating agency 3,03/02/2015,Basic Industries,0.830518522,1.077926444,-0.450246,-1.772492113,-0.549717924,-1.127555212,-0.022201642,-0.777234586,-1.119071786,0.084950144,-0.098417989,-0.236228581,-0.532269002,-0.147178632,-8.381641953,-0.454119566,0.062419161,-0.101551538
A,Company 57,Rating agency 1,03/04/2015,Basic Industries,0.180103624,1.032682585,0.19698263,0.387893267,-0.682383074,0.225351809,-0.03908405,-0.367293845,-0.948711512,-0.000188051,-0.880352736,0.138710431,0.221556551,0.184566201,-0.074900448,0.582735586,0.53936143,-0.117608781
BB,Company 392,Rating agency 3,03/04/2015,Technology,0.260705496,0.894794691,0.742262129,-0.822630951,0.146794419,-1.010371722,-0.022201642,-0.681729443,0.796347494,0.010547534,-0.425299142,-0.11344983,0.44006477,-0.101327751,0.609052329,-0.594654161,-0.044252712,0.965506149
B,Company 155,Rating agency 4,03/05/2015,Basic Industries,2.525260913,1.937743343,0.5040875,-1.607870768,-1.19589328,-0.914224134,-0.022201642,-0.641921841,-0.478911874,0.094223368,0.279345156,-2.0276172,-0.870733537,-0.159823874,0.116656144,-0.575591914,-0.365485136,0.634493597
BB,Company 406,Rating agency 3,03/05/2015,Capital Goods,0.901928621,0.833395988,-0.04847894,-0.229935177,-1.173198922,0.434470176,0.080599804,1.265515089,0.97138619,0.021451766,-0.289989269,0.193417266,0.399209885,5.541080379,-0.211930698,5.06939039,-0.468215622,1.173229848
BBB,Company 419,Rating agency 4,03/05/2015,Technology,1.186153968,0.949544624,0.565023974,0.377114185,-0.228792455,-0.552130419,-0.167413846,-0.088771208,0.694736123,-0.05541631,-1.809162928,0.806578669,0.418183007,0.002076857,0.103597151,-0.146675596,-0.141284789,0.822156265
BB,Company 458,Rating agency 3,03/06/2015,Energy,-0.623965303,-0.124987177,-0.41442172,1.075975608,-0.100841913,0.226156449,-0.180343701,-1.064626517,-1.512953252,-0.004608424,-0.647886738,0.204833686,-7.131213658,-0.756288581,-0.010832438,-0.210824807,0.440710739,-0.452060223
BBB,Company 1,Rating agency 2,03/06/2015,Consumer Durables,-0.834303244,-0.53310654,0.416569861,-0.22962798,-1.040463482,-0.02944571,-0.093910922,0.498996608,0.344516452,0.178830161,0.57512015,0.052971053,0.118187325,0.23279618,0.083286767,0.849255338,-0.38616032,-0.247903595
BB,Company 312,Rating agency 3,03/09/2015,Basic Industries,1.15601829,0.863599827,0.36583899,-0.519941644,-1.114897314,-0.821460616,-0.022201642,0.635623368,0.055312638,0.016008818,-0.330430224,-0.271146368,-0.054937539,-0.102014006,0.428402921,-0.360686955,-0.492042105,1.124645265
BBB,Company 91,Rating agency 1,03/09/2015,Energy,0.665063463,1.197213329,3.050910185,5.191175032,-1.535747425,-0.1169412,-0.58632941,-5.207600338,-3.439338404,0.044224505,-0.078795775,0.121715605,0.488059259,0.181744821,-0.07513708,0.306915054,8.266179045,-1.555816838
BBB,Company 321,Rating agency 2,03/10/2015,Capital Goods,0.362257416,0.146230709,0.739525892,0.202328401,-0.481184237,0.213587753,0.678361541,0.47933392,0.562770184,0.040493214,-0.124443466,0.343666103,0.379310382,-0.009015889,0.042174348,-0.166111885,-0.257757172,0.08967498
BBB,Company 213,Rating agency 1,03/10/2015,Technology,-1.999779341,-1.168807749,0.347437972,0.971904847,0.251328962,2.4523302,2.870598688,0.192416308,0.432527151,0.744894873,1.256558418,0.18162328,0.309752783,-0.054079614,0.209060956,-0.315628219,0.211084591,-0.134283273
B,Company 376,Rating agency 3,3/16/2015,Technology,-0.931585913,-0.202356918,0.477154008,-0.120155303,1.493689905,-0.357237493,-0.766532254,-0.489497343,0.1682305,0.124038858,0.410728014,0.108717017,0.350100274,-0.031946119,0.175109566,-0.243284689,0.07349511,-0.05465853
BB,Company 360,Rating agency 4,3/16/2015,Basic Industries,1.784326899,1.408335055,-0.314955651,-2.060390165,-1.535747425,-1.693110307,-0.022201642,-0.523383418,-0.998986903,-0.030697804,-1.136015907,-0.216515441,0.021583582,-0.125302711,-1.340794977,-0.633207008,0.270481823,0.654353067
A,Company 93,Rating agency 1,3/17/2015,Health Care,1.590202673,0.002405335,0.755486276,0.646994834,0.725828609,0.320568905,0.093386239,-0.356441918,0.579311997,-0.020621466,-0.902626345,0.018823151,0.537616293,0.045413191,0.213353588,-0.074206347,0.251208224,0.18902503
A,Company 245,Rating agency 1,3/19/2015,Public Utilities,-1.032302801,-1.235324573,0.351268497,0.266901083,1.529276088,-0.318017065,-0.265162262,-0.885515537,-1.35676357,0.128584336,0.448897651,-0.044200919,-0.47611629,-0.14649183,-0.040712811,0.211149013,0.185953142,-1.194860631
B,Company 299,Rating agency 3,3/19/2015,Energy,0.120473679,-0.023228364,0.899974826,-0.188274087,-0.382311454,-0.575240092,-2.114153754,-1.087344078,-1.287112491,0.008705745,-0.441399674,-0.235940047,-0.551448609,-0.149728841,0.217219541,-0.394551423,-0.126209438,-0.016372474
BBB,Company 39,Rating agency 1,3/19/2015,Basic Industries,0.277110496,-0.214719594,-2.446369468,0.022931767,-0.918339602,-0.517076979,0.025233358,0.387715801,-0.328779199,-0.001020386,-0.563002869,-2.256527493,0.24508518,0.104671628,-0.087872127,0.338974365,-0.261146091,0.224482025
A,Company 309,Rating agency 1,3/23/2015,Energy,-1.268359118,-1.520731111,-0.522773431,1.724115584,1.509046321,0.751011152,1.1632102,-0.446389899,-1.12266739,0.077003213,0.174749056,-0.127007011,0.281175677,-0.005491931,0.295018933,-0.081365069,0.715800875,0.237516949
BB,Company 277,Rating agency 3,3/23/2015,Technology,-1.204672691,-0.676215656,-1.161408866,1.801590947,0.930162053,3.079044321,-0.022201642,-0.318174279,0.039728019,-0.483999765,2.703251015,0.095535225,0.544413,0.039938386,0.114295247,-0.096302767,0.987768003,-1.069818593
BB,Company 66,Rating agency 3,3/23/2015,Capital Goods,0.167570051,0.430047365,0.588049205,-0.621768317,-1.23045729,-0.031539042,-0.022201642,0.875624665,0.366623889,0.358429375,0.949605175,0.267663911,-0.703244255,-0.196389457,0.027002355,0.044725222,-0.506891069,0.155193403
B,Company 142,Rating agency 1,3/24/2015,Basic Industries,0.094386173,-0.060628601,-2.446369468,-0.41680407,1.474424,-0.643376826,-0.022201642,-0.487887296,-1.014378066,0.293662743,0.879664337,2.228424179,-0.037867455,-0.10091586,0.139222006,-0.359865557,0.001424148,-1.777398613
B,Company 325,Rating agency 3,3/25/2015,Basic Industries,0.950367979,1.266280155,-1.041207319,-0.231116459,-0.47924536,-0.405138278,-0.505498996,0.137273367,0.596937593,0.177721426,0.610101773,-0.056018912,0.388607169,0.001544943,0.273476439,-0.131732631,-0.357769575,0.138240512
A,Company 301,Rating agency 3,3/26/2015,Technology,0.694951133,1.097660134,-2.446369468,0.805373256,-0.322680678,0.914914702,1.189485361,0.300886143,0.700488794,0.041281663,-0.090272666,0.125963537,0.385487069,-0.010038607,0.128601614,-0.182154062,-0.269525998,1.18073517
B,Company 286,Rating agency 3,3/27/2015,Consumer Services,-0.545194821,0.740073538,-0.173668123,-0.482363922,1.529276088,-0.860575487,-0.022201642,0.662707108,0.787097676,0.230607169,0.723345124,-0.172695537,0.076824707,-0.114410075,0.178865871,-0.55518476,-0.503163602,-1.777398613
A,Company 67,Rating agency 3,3/31/2015,Public Utilities,-1.753055073,-1.491904674,0.395223346,0.163705904,0.261619995,-0.443623391,-0.643011825,-1.022547262,-1.456107497,0.113723867,0.328263221,-0.215055321,-0.559622245,-0.164462791,0.150789045,0.053053439,0.010627094,0.192252548
BB,Company 262,Rating agency 1,3/31/2015,Basic Industries,0.451558415,0.571385888,-0.469109297,-0.083884874,-1.235718364,-0.025668853,-0.375164058,0.453374468,-0.441929961,-0.029408989,-1.079707611,-0.008495658,0.406140681,-0.074219816,0.089712538,-0.445561504,-0.304855485,0.799653791
BB,Company 123,Rating agency 3,3/31/2015,Miscellaneous,0.072899182,1.069124611,0.594461458,1.339723206,0.538587192,0.02613535,0.33601644,-0.636914449,0.832169252,-0.012485746,-0.756691702,0.329327902,0.479507362,-0.046387818,0.21884642,-0.359833498,0.290971132,2.496440963
B,Company 12,Rating agency 1,04/01/2015,Health Care,1.877305228,-0.201004847,-0.984474166,-1.71033559,1.069619464,-1.84504307,-0.022201642,-0.344042666,-0.018479705,0.826571756,1.248007146,-0.123490208,0.686275182,-6.399551167,-0.231256424,-2.463162021,-0.932482566,0.73596269
BBB,Company 363,Rating agency 1,04/01/2015,Energy,0.625200974,0.430942351,-0.651559678,-0.33280177,-1.227603279,-0.172742122,-1.134328087,1.323757791,0.397288289,-0.047401064,-1.517904511,0.126576633,-0.046020471,-0.082618312,0.027393731,-0.200932616,-0.504519595,1.116688734
BB,Company 390,Rating agency 3,04/03/2015,Miscellaneous,-0.075533783,-0.007109533,0.712867679,-0.250437752,0.491362221,-0.478514155,-0.381408066,0.208674403,1.128336245,0.229298618,0.740230705,-0.449801578,0.385550827,-0.039847802,0.112856966,-0.296688018,-0.373718473,-0.354680229
BB,Company 476,Rating agency 4,04/06/2015,Consumer Non-Durables,0.629902637,0.368435699,0.757351982,-0.066812607,-0.779644585,0.166252798,-0.208474731,0.584685096,0.536541518,-0.028488767,-1.061055524,-0.04647181,0.294121931,-0.024179077,0.141983551,-0.174501173,-0.377314591,0.356552787
B,Company 226,Rating agency 1,04/07/2015,Basic Industries,0.898659706,0.627780023,0.712584642,0.022932507,-0.766678424,-1.059439441,0.662212851,0.512034272,0.377664968,0.116394836,0.39050251,0.529913911,-0.328938239,-0.138706977,-8.381641953,-0.674766419,-0.451876707,0.276519474
BBB,Company 188,Rating agency 1,04/07/2015,Technology,-0.51702517,0.231050228,0.327635641,-0.159003309,-0.03585713,0.256936685,0.276078937,0.596567861,0.784564322,0.159865142,0.56129405,0.070015437,0.297009769,0.042962901,-0.138319989,0.079617915,-0.276363272,-0.223302005
BB,Company 374,Rating agency 3,04/08/2015,Technology,0.229812065,0.431503559,0.471992487,-0.259807525,-1.311883375,1.007909224,0.790697185,1.628406841,2.060336873,0.156771757,0.498049139,0.17329859,0.522665132,0.002769139,0.085268064,-0.215770272,-0.48665584,0.650172426
B,Company 452,Rating agency 4,04/09/2015,Basic Industries,0.412165555,0.351511753,0.439267674,-0.375876757,-0.524633765,-0.595133977,-1.847803549,0.132568289,-0.010317747,0.3478254,0.92802827,-0.081809039,-0.16926594,-0.130155031,0.158828433,-0.60210866,-0.442714707,0.190974233
BBB,Company 48,Rating agency 3,04/09/2015,Health Care,0.73547739,0.790429204,0.774023826,-0.127811714,-0.478300587,-0.520541565,-1.956218229,-0.819246261,0.368405983,-0.055105563,-1.807678709,0.146544862,0.374567173,0.044770649,0.391334995,0.036787019,-0.091933361,0.371192309
BB,Company 460,Rating agency 3,04/10/2015,Capital Goods,0.800025809,0.076637273,0.359335309,-0.410823782,-0.845948816,-0.683888347,-0.022201642,0.600561916,0.389950556,0.119653374,0.399545979,0.646809923,-0.255729258,-0.127939298,0.028541454,-0.466988491,-0.478179096,0.354041677
BB,Company 357,Rating agency 2,04/10/2015,Capital Goods,-0.719930562,0.549398342,0.119856731,-0.376857465,-1.162349806,-0.217525626,-1.383861328,0.432846818,0.117302349,0.448921838,1.040987009,0.229585158,-0.407455323,-0.132672058,-0.136560901,-0.087889466,-0.347523696,-0.101217249
BBB,Company 149,Rating agency 4,04/10/2015,Energy,0.217350954,-0.135917665,-2.446369468,-2.546548571,1.528717366,-1.11444839,-0.022201642,-1.271438355,-1.686472639,0.000942016,-0.538754682,-0.492185152,0.618131381,0.614284021,-0.081032245,0.978017681,1.390011563,-1.777398613
A,Company 355,Rating agency 1,4/13/2015,Health Care,-0.196326376,0.119176986,-0.428656996,-0.269426704,-0.691330032,0.406695748,-0.47603795,1.274968681,0.489009989,-0.034158317,-1.200572821,0.242184169,0.323920266,-0.019740309,0.12216047,-0.178020536,-0.465572192,0.905242668
B,Company 115,Rating agency 1,4/13/2015,Health Care,0.171210011,-1.067682366,-0.509428584,-0.357208156,-0.677580994,-0.184777423,-0.022201642,1.876893782,0.973364748,-0.585491042,2.468977924,-0.129006607,-0.006512185,-0.128962457,2.607774532,-0.660618579,-0.541282337,1.009171845
A,Company 138,Rating agency 1,4/14/2015,Public Utilities,-1.095822585,-0.591673467,0.261816988,0.18990291,1.457931261,-0.291850556,-0.379865808,-0.870584647,-1.263730275,0.129038653,0.427034979,0.037562397,-1.034076759,-0.322476308,0.306658889,0.269131836,-0.022530608,-1.712466559
B,Company 581,Rating agency 2,4/14/2015,Energy,0.671905969,1.167939014,-0.075073163,1.569205793,1.487059786,1.236289308,0.399087598,-0.803405423,-1.177272807,0.007249264,-0.482183132,0.306293662,0.604489756,-0.092089869,-0.09794575,-0.58848629,0.769993329,-1.777398613
A,Company 412,Rating agency 1,4/16/2015,Technology,0.195974482,-0.334329407,0.007734531,0.84837295,0.408306271,1.05898951,0.407027904,-0.041289757,-0.365536194,-0.050139339,-1.60029882,0.090830427,0.10833867,-0.052943903,0.003978697,-0.161726061,0.447913153,0.402445133
AA,Company 351,Rating agency 1,4/16/2015,Transportation,-0.104147685,-2.385815337,0.222952644,-0.067956026,1.474105701,1.131902283,0.836313242,1.142375837,-0.1092615,0.064466754,0.041210857,0.18859121,-0.771114067,-6.399551167,-0.21447989,6.219973238,-0.290828806,2.496440963
BBB,Company 435,Rating agency 1,4/16/2015,Basic Industries,0.597814982,0.251935552,0.664325301,-0.039452868,-0.238431836,0.103908781,0.401445794,0.50386688,0.666427085,0.096734694,0.279781893,0.189621186,0.277123212,-0.080505222,0.300358571,-0.430808906,-0.425109569,0.016643156
B,Company 194,Rating agency 3,4/17/2015,Capital Goods,0.132172407,-0.359264789,0.921615723,-0.884532983,-0.791400507,-1.305024981,-0.022201642,0.217652474,0.833511664,0.267677907,0.801602227,-0.193708514,0.614617732,-0.136251602,0.192718192,-0.786002627,-0.604245614,0.944790701
A,Company 108,Rating agency 1,4/21/2015,Capital Goods,0.909469376,1.176104114,-2.446369468,0.340797935,-0.201980371,0.647386083,0.270649624,0.172775418,0.785562246,-0.019697091,-0.9112297,0.113330441,0.492946724,0.024132061,0.127716032,-0.111656747,-0.086968827,0.612408655
AA,Company 3,Rating agency 1,4/21/2015,Capital Goods,-0.06528037,0.460787796,0.664957374,0.191562774,-0.704810466,0.903887496,0.537367649,0.367488522,0.604127652,0.039404937,-0.124923611,0.088859738,0.397800418,0.062512001,0.095085053,0.067360252,-0.229114477,0.114352286
BBB,Company 310,Rating agency 3,4/21/2015,Energy,-0.165719328,0.131096649,0.02823469,-0.198123621,-0.918182628,-0.03427924,-0.747912406,0.255055815,-0.727619393,0.026255916,-0.244319698,0.186292406,-0.302945222,-0.115113235,-0.05450527,-0.106797212,-0.06391815,0.205495319
