Rating,Name,Rating Agency Name,Date,Sector,currentRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,grossProfitMargin,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
BBB,Company 289,Rating agency 4,6/15/2012,Public Utilities,-1.030664443,-1.708298361,0.331583966,-0.193220355,0.128711457,-0.675567791,-1.379483976,-0.759875972,-1.218684327,0.120204628,0.4044668,-2.244392273,0.615046032,0.085249205,0.009609543,-0.006792453,-0.076065393,0.136005283
BBB,Company 68,Rating agency 4,6/15/2012,Energy,0.164791213,-0.10062034,0.856310442,-0.188429029,-0.412140863,-0.290005666,-1.304141191,-0.318172766,-0.936636246,0.014315167,-0.373385738,0.11886189,-0.969368042,-0.233045949,-0.035257332,-0.063600515,0.111528435,0.027934232
BBB,Company 433,Rating agency 4,6/15/2012,Public Utilities,0.262987643,0.628747379,0.014906654,-0.18753841,0.941503051,-0.193257115,-1.187385222,0.098394131,-0.424127357,-0.039156644,-1.306381525,0.175813941,-0.203722339,-0.035390598,-0.083416449,0.466829464,0.072490307,-0.4736424
BBB,Company 447,Rating agency 4,6/15/2012,Finance,0.577884818,-0.433761065,0.466348768,0.445289743,1.503980945,-0.384375074,-1.174103977,-1.523951255,1.914459903,0.005629573,-0.511225416,0.082506468,0.538535458,0.242022695,0.140888959,0.405812944,-0.321355287,-1.777398613
BBB,Company 49,Rating agency 4,6/15/2012,Public Utilities,-0.326853517,-0.416804486,0.422166295,0.072213876,-0.68104592,-0.211777136,-0.875562562,-0.953645523,-1.421090571,0.078178422,0.106704038,0.150625309,0.107580412,0.019173749,0.022286936,0.187074514,0.293584895,0.268572855
BBB,Company 14,Rating agency 4,6/15/2012,Public Utilities,-1.433285651,-1.326894389,0.138047914,-0.107904664,1.061047389,-0.374057697,-0.846043493,-0.644488866,-1.119443717,0.131431341,0.446351663,0.20375078,-0.164913375,-0.058101138,0.07045704,0.178555829,-0.043837078,-0.657100747
BBB,Company 7,Rating agency 4,6/15/2012,Public Utilities,-0.385244681,0.305067022,-1.403261874,0.268619169,1.496046236,-0.295684986,-0.723170517,-1.069787636,-1.416945967,0.056457613,-0.015467345,0.130676514,-0.694569521,-0.164698092,0.375493426,-0.34506099,0.135516871,-1.553257078
BBB,Company 256,Rating agency 4,6/15/2012,Basic Industries,1.151959794,0.417447384,0.401599821,-0.180906533,-1.074810342,-0.11619093,-0.578922257,0.351454193,-0.19542482,0.028414959,-0.246253003,0.157607402,-0.385948354,-0.134117756,0.055104815,-0.321898239,-0.444568554,0.575550641
BBB,Company 187,Rating agency 4,6/15/2012,Consumer Services,-1.524677994,-0.528785543,-0.00195452,0.010560889,1.507787654,-0.180228615,-0.557477896,-0.62457851,-0.253606106,0.110598737,0.356982193,0.186345878,0.17003734,-0.01898368,-0.060590968,-0.045908092,0.153583439,-1.777398613
BBB,Company 21,Rating agency 4,6/15/2012,Health Care,-0.006469361,-0.554334492,-0.226637492,-0.232191085,-0.965909308,0.252413346,-0.524625876,1.059368612,0.955189989,-0.044334223,-1.440907977,0.199439806,0.300327838,-0.016758085,0.01294841,-0.138204057,-0.451220474,1.328574623
BBB,Company 10,Rating agency 4,6/15/2012,Public Utilities,-1.827084731,-1.330433748,0.249175071,-0.076578621,-0.829433214,-0.064016222,-0.497260705,-0.385059693,-1.060974067,0.125042615,0.435374503,0.175449739,-1.123016925,-0.268197402,-0.027007342,-0.019457828,-0.201137928,0.43999518
BBB,Company 281,Rating agency 4,6/15/2012,Public Utilities,-0.515402509,-0.369908391,-0.143348226,-0.142614903,-0.631462004,-0.247215087,-0.496145066,-0.043108094,-0.817200701,0.10222379,0.297118384,0.177101399,-0.543759439,-0.161720873,-0.00404049,0.070888673,-0.204217482,0.714684107
BBB,Company 126,Rating agency 4,6/15/2012,Basic Industries,1.119615564,1.171296656,0.485599297,-0.173715205,-1.105048491,-0.198885142,-0.493020513,0.311266122,-0.09967337,0.043751931,-0.106914494,0.025719712,-0.755634304,-0.157299751,0.225346536,-0.538414446,-0.507084733,0.506184619
BBB,Company 1,Rating agency 2,6/15/2012,Consumer Durables,-0.744528937,-0.268801191,0.267748035,-0.295209949,-1.139183958,-0.876604701,-0.486645533,0.741477883,0.459038326,0.137364721,0.465840809,1.245406448,-0.640848658,-0.186777364,-0.113407892,0.111330659,-0.539635459,-0.012403791
BBB,Company 316,Rating agency 4,6/15/2012,Finance,1.884623828,0.228884336,-2.446369468,0.022257172,-0.079004633,-0.403722432,-0.430452704,-0.879047984,1.238836036,0.226726179,0.745929997,0.093087493,0.551818876,0.041580314,0.02195637,-0.098218054,-0.210982856,0.767334025
BBB,Company 141,Rating agency 4,6/15/2012,Energy,-0.434203873,-0.233950684,-0.221209669,-0.235140787,-0.906524215,0.471504756,-0.425995308,1.239985334,-0.06932562,-0.053082502,-1.761460989,0.306244004,-0.73873857,-0.25446149,-0.127419326,0.436468183,-0.380854033,0.794941802
BBB,Company 53,Rating agency 4,6/15/2012,Public Utilities,-1.078129445,-1.978703167,-0.063690233,0.034967893,1.509903506,-0.233058732,-0.42154697,-0.585840615,-1.189602096,0.12437598,0.386938578,0.171601321,-0.361486882,4.038956932,-0.131927132,6.219973238,0.066185283,-0.918118813
BBB,Company 400,Rating agency 4,6/15/2012,Technology,-0.272539826,-0.36184699,0.629301508,-0.347889757,-1.045509365,0.611319935,-0.399596108,1.757371074,2.374524377,0.058038475,0.020872202,0.269665097,-0.386599884,-0.139789642,-0.069830594,-0.645275777,-0.623884864,2.496440963
BBB,Company 82,Rating agency 4,6/15/2012,Public Utilities,-0.442959301,-1.66557576,0.45229554,0.044455577,0.291621308,-0.402441433,-0.390471218,-0.652235072,-0.989729454,0.14412708,0.46344563,0.185314434,0.612268071,6.01641311,-0.152408314,5.487032444,0.061479882,-0.024292276
BBB,Company 575,Rating agency 2,6/15/2012,Capital Goods,1.636893768,1.17196829,0.641937297,0.079169848,0.171238788,0.090308435,-0.378572178,0.076839999,0.45657101,-0.036979351,-1.296313876,0.077634048,0.610689019,0.224014397,0.01544292,0.305211932,-0.231914206,0.336396635
BBB,Company 318,Rating agency 4,6/15/2012,Consumer Services,-1.054557586,0.211317993,-2.446369468,-0.059665964,-0.931666673,-0.445088722,-0.359680476,-1.00848003,-0.474820262,0.408876572,1.009645877,0.167031128,0.305481298,-0.092086993,0.006480909,-0.506889012,-0.104528748,0.069196129
BBB,Company 245,Rating agency 4,6/15/2012,Public Utilities,-0.76056947,-2.163699937,-0.287910862,0.082525496,1.512484486,-0.303337705,-0.335112969,-0.553602159,-1.136054581,0.102454502,0.297300179,-0.004145604,-0.411550617,3.354198425,-0.172708744,6.219973238,-0.034782543,-1.093735582
BBB,Company 143,Rating agency 4,6/15/2012,Energy,-0.925569899,-0.547048985,0.476172718,-0.243043439,-0.887967951,-0.119243136,-0.329534963,0.030939427,-0.761110951,0.274030755,0.520480062,0.201749474,-0.572229261,-0.159739175,0.17094808,-0.145593227,-0.224173391,-0.052680103
BBB,Company 117,Rating agency 4,6/15/2012,Technology,-0.38487622,-0.424088811,1.179138365,-0.077462954,-0.525850889,-0.073936775,-0.318519208,0.169200386,0.816373874,0.033351585,-0.252799194,0.062329281,0.372006786,0.035346989,-0.076997424,-0.009785138,-0.342210013,0.387518581
BBB,Company 151,Rating agency 4,6/15/2012,Basic Industries,0.419894339,-0.527617892,0.469364962,-0.098217835,-0.909895137,0.172644853,-0.202648258,0.545294877,0.42913536,-0.006830119,-0.685982462,0.112188203,0.194269922,-0.064327771,0.070907946,-0.298277197,-0.435353537,0.658830243
BBB,Company 73,Rating agency 4,6/15/2012,Finance,-0.556111964,-1.870989615,0.914508566,0.08398918,1.480326496,0.074771062,-0.192123381,-0.532348524,1.036778822,0.139120972,0.472901254,0.100620742,0.383969132,-0.043276979,0.046040714,-0.305385768,-0.340629644,-1.777398613
BBB,Company 39,Rating agency 4,6/15/2012,Basic Industries,0.96350618,0.655420448,-2.446369468,-0.043960961,-0.776680316,0.161506412,-0.184668872,0.45699485,-0.392343936,-0.016761661,-0.870759162,0.093326082,0.447927091,0.51839046,-0.175189506,0.988219949,-0.131772484,0.221220851
BBB,Company 382,Rating agency 4,6/15/2012,Consumer Non-Durables,0.5081634,0.357258682,0.64800266,-0.094012482,-0.150220798,-0.364635761,-0.171640518,0.12054641,0.381323406,0.094977257,0.250777168,0.495052756,0.374686483,0.04566477,0.150926741,0.017708135,-0.341473654,0.536439682
BBB,Company 239,Rating agency 4,6/15/2012,Health Care,-0.973964049,-0.640214934,0.311884465,-0.062387239,-0.285819515,-0.115064065,-0.158408358,0.280547568,0.753126439,0.036088224,-0.18775177,0.436555361,0.441056608,0.046909868,0.0767536,-0.006503761,-0.246732445,0.030968936
BBB,Company 125,Rating agency 4,6/15/2012,Energy,-0.375198487,-0.830295362,-2.446369468,-0.319216992,-1.30696177,0.257465458,-0.153927979,1.678659822,0.342874209,0.043684768,-0.08566165,0.182388132,0.01315043,-0.017095959,-0.126839574,0.132211001,-0.527281535,0.859113694
BBB,Company 174,Rating agency 4,6/15/2012,Consumer Services,-0.07147806,-1.254514506,0.522678129,0.156583352,1.506111227,0.287799624,-0.147949154,0.002303216,-0.70253818,-0.009227268,-0.747747698,0.184017041,-0.138524321,-0.074760796,0.073239173,0.001292735,-0.093878476,0.440332642
BBB,Company 108,Rating agency 2,6/15/2012,Capital Goods,1.182163271,0.928937269,-2.446369468,0.187200515,-0.317092872,0.228737991,-0.138508719,0.028185563,0.703941352,-0.027795209,-1.013518249,0.116610542,0.461218305,-0.048414788,0.072833897,-0.355141748,-0.251515334,0.677366567
BBB,Company 532,Rating agency 4,6/15/2012,Health Care,-0.191738949,-0.637442537,0.54678102,0.141206503,-0.015457917,-0.58232944,-0.105675591,-0.160616047,0.236714371,0.039624401,-0.090759498,0.143341724,0.426842794,-0.045821896,0.285125627,-0.335624378,-0.142907847,0.530168521
BBB,Company 91,Rating agency 4,6/15/2012,Energy,0.537171557,1.039678807,2.915606757,5.191175032,1.509316052,0.139516208,-0.101299861,-5.207600338,-3.439338404,0.028549715,-0.223651838,0.181805906,-0.954913294,-0.249789315,-0.085460667,0.043840735,8.266179045,-1.777398613
BBB,Company 153,Rating agency 4,6/15/2012,Public Utilities,-1.509559516,-2.938165741,0.047323463,0.0888602,-0.273375851,-0.110029284,-0.085034272,-0.385819566,-1.132968632,0.123812754,0.372842288,0.131326774,-1.137887718,-0.348381731,-0.057598062,0.246259765,0.034299629,0.189924999
BBB,Company 33,Rating agency 4,6/15/2012,Finance,-0.394026102,0.241377855,0.446494909,0.270434181,0.303451682,0.412351473,-0.080737904,-0.121228195,0.534855202,-0.009805338,-0.695114707,0.217813961,0.430067334,-0.027329006,0.036451098,-0.260691281,0.019093743,1.664002388
BBB,Company 203,Rating agency 4,6/15/2012,Public Utilities,-1.322754101,-0.373509976,-1.349203522,0.432447581,1.484648649,-0.211286797,-0.073990665,-0.667130526,-1.239950016,0.059875916,0.050668208,0.3989632,-0.752056051,-0.229597033,0.046142322,0.218992683,0.486145585,-1.777398613
BBB,Company 138,Rating agency 2,6/15/2012,Public Utilities,-1.774079151,-1.044098739,0.305974642,0.3755021,1.485961339,-0.168423789,-0.055340323,-0.789922912,-1.269878042,0.115473906,0.344927298,0.050564716,-1.132397557,-0.330918687,0.160395357,0.189047701,-0.044481439,-1.777398613
BBB,Company 489,Rating agency 2,6/15/2012,Public Utilities,-0.294311565,0.077979546,0.085152998,0.370661843,1.478087819,0.076213937,0.007381867,-0.566063783,-1.247036926,0.070743046,0.14325712,0.214264028,0.01584813,-0.019111175,-0.061645737,0.120724912,0.32249872,-1.777398613
BBB,Company 195,Rating agency 4,6/15/2012,Basic Industries,1.971447447,1.619049879,0.26683379,-0.005168917,-1.086535811,0.487114351,0.010864643,0.624315554,-0.009769961,-0.029137126,-1.050955823,0.167321484,0.114009608,-0.023605595,-0.144301802,-0.016606559,-0.305210726,0.964207561
BBB,Company 435,Rating agency 2,6/15/2012,Basic Industries,0.88046339,0.627052117,0.711249609,-0.098859853,-0.283784097,0.225401731,0.024054004,0.467616705,0.701225388,0.060468956,0.051301618,0.134202502,0.445826358,-0.07552297,0.059944195,-0.471140963,-0.403246636,0.148117707
BBB,Company 332,Rating agency 4,6/15/2012,Energy,-0.096278306,0.549010189,0.17005177,1.455142292,1.521005918,-0.132714329,0.038583379,-1.017035944,-1.447599989,-0.005939409,-0.639259432,0.126387056,0.603440531,0.348326438,0.086096492,0.550805211,0.881724953,-1.777398613
BBB,Company 293,Rating agency 4,6/15/2012,Consumer Durables,0.007333115,-0.134273414,0.370400211,-0.14532245,-1.052720378,-0.520665741,0.058521464,0.666964813,0.277473174,0.063842999,0.069675768,1.077467107,-0.119157704,-0.111319588,0.045757718,-0.391771925,-0.457329105,0.562663479
BBB,Company 536,Rating agency 4,6/15/2012,Public Utilities,0.012839115,0.402448412,-0.392281804,-0.313070461,-1.336463517,0.881138944,0.064946055,1.876893782,0.885258146,0.030921619,-0.201506583,0.093085086,0.252518508,-0.099191623,-0.060240479,-0.526652676,-0.518219073,1.946809632
BBB,Company 148,Rating agency 4,6/15/2012,Energy,-0.583414458,-1.951887756,0.280116408,0.871676186,0.433348022,0.677180441,0.096159262,-0.556372747,-1.23741767,-0.016862218,-0.813137349,0.19906454,-0.666418081,-0.179132714,0.008754734,-0.075697172,0.988042443,-0.664430217
BBB,Company 100,Rating agency 4,6/15/2012,Public Utilities,-1.607259922,-1.676117413,0.50581303,0.279260797,-0.349789605,0.329175001,0.170357128,-0.261407593,-0.683965885,0.059258232,-0.034801479,0.069054641,-0.081391547,-0.051472712,-0.049064591,0.074814991,0.127097715,-0.38695722
BBB,Company 461,Rating agency 4,6/15/2012,Consumer Durables,0.594509794,0.362364012,0.319868132,-0.070824328,-0.92710157,0.33632864,0.175509479,0.602963326,-0.3293501,0.043597561,-0.074817714,0.167902694,-0.240407625,-0.113465025,0.008506408,-0.251756703,-0.208103892,0.951352929
BBB,Company 26,Rating agency 4,6/15/2012,Energy,-1.306324698,-0.592061761,0.338582934,0.722654859,0.248781182,0.434178439,0.180015622,-0.268823225,-1.043978117,-0.032219192,-1.135129855,0.496731974,0.097826125,0.044935474,-0.125384754,0.299679331,0.602927725,-0.281465381
BBB,Company 131,Rating agency 4,6/15/2012,Transportation,-0.578391281,0.271286125,-0.062276579,0.566901282,1.486773954,0.390623543,0.205540846,-0.387709443,-1.178155719,0.025544564,-0.258107764,0.18416407,0.061374026,0.082347353,-0.090295623,0.489593417,0.275452491,-0.995926053
BBB,Company 217,Rating agency 4,6/15/2012,Energy,-0.835858205,-2.770363847,0.131172167,-0.25336268,-1.420063039,0.132361983,0.212068578,1.376705746,0.261737212,0.062307752,0.082371148,-0.099866744,0.339983811,0.298625524,-0.02521573,0.704341805,-0.404185038,0.580369668
BBB,Company 464,Rating agency 4,6/15/2012,Health Care,0.30059298,-0.072618813,-0.698712236,-0.197244789,1.521524395,0.915324426,0.21225605,1.309323869,1.715833622,0.004872167,-0.536919639,0.181512135,0.450996223,0.260182713,-0.065833037,0.523064873,-0.445513539,-1.777398613
BBB,Company 264,Rating agency 4,6/15/2012,Capital Goods,0.92529452,0.165307497,0.515268489,0.138388745,-0.113974749,0.451527738,0.230595595,0.244882788,0.661877792,0.022431843,-0.266393008,0.14480122,0.610076228,-0.048215723,-0.008150522,-0.424060059,-0.483276382,0.865406351
BBB,Company 198,Rating agency 4,6/15/2012,Health Care,1.306727706,0.586942144,0.285166885,1.063909833,1.210644862,1.096123852,0.291616359,-0.112752556,0.060311691,-0.07367861,-2.640134203,0.089436273,0.46392156,6.01641311,-0.239478088,6.219973238,0.389983687,-0.489168231
BBB,Company 466,Rating agency 4,6/15/2012,Capital Goods,0.041538343,-0.850892977,0.328822326,-0.264199565,-0.779337653,0.303277451,0.292549206,1.23117009,0.836013763,0.139874518,0.451035711,0.142141787,0.037134727,-0.115139621,0.104688017,-0.539552069,-0.556229199,0.563641673
BBB,Company 209,Rating agency 4,6/15/2012,Basic Industries,0.649259396,0.975406883,-0.656976506,1.532987582,0.147639577,0.599150092,0.295556941,-0.829196254,-1.174655534,-0.01502701,-0.942707614,0.155089052,-0.384831836,-0.127236703,-0.007079886,-0.041827244,0.463949828,-0.366762328
BBB,Company 111,Rating agency 4,6/15/2012,Transportation,-0.711525421,-0.323914198,0.109754821,0.601413443,1.490318047,-0.130286295,0.304013836,-0.49847934,-1.22150297,0.069972643,0.086120094,0.364783735,-0.081615297,-0.011666859,0.006456663,0.314885901,0.241638315,-0.860516341
BBB,Company 64,Rating agency 4,6/15/2012,Consumer Non-Durables,0.653289502,0.39680121,0.390146272,-0.036912779,-1.006955554,0.460216365,0.326156561,0.676562597,-0.022468075,0.035862819,-0.150433096,0.112850075,-0.313474497,-0.120994244,-0.034826475,-0.189843341,-0.472356336,0.633689773
BBB,Company 128,Rating agency 4,6/15/2012,Basic Industries,0.60460359,0.885467205,0.38969595,-0.122828885,-0.730810868,-0.115032951,0.37128501,0.471943284,-0.19097595,0.182173416,0.586197138,0.053238198,0.179688402,0.004390425,-0.02671053,0.042291459,-0.299991132,0.415257479
BBB,Company 144,Rating agency 4,6/15/2012,Health Care,-0.228722478,-0.170932634,0.339676403,0.11857798,-0.295623949,0.624574296,0.376898068,0.391321517,0.76697183,0.029248071,-0.226547795,0.205384856,0.451532072,0.143793342,0.053485822,0.245596208,-0.14320246,0.89560648
BBB,Company 583,Rating agency 2,6/15/2012,Technology,0.318195753,0.831428961,0.399938507,-0.151344111,-0.957568808,-0.508695614,0.392154536,0.697942595,0.322954732,0.151462082,0.499748115,0.431205737,-0.073855143,-0.102103549,-0.098298524,-0.333486713,-0.260052058,-0.073776272
BBB,Company 110,Rating agency 4,6/15/2012,Consumer Services,0.394334166,0.407446646,-0.136902887,0.690012999,-0.704059254,0.406815029,0.392472791,-0.084657001,0.05763662,-0.020817794,-0.889783947,-0.044789619,0.279520706,-0.041356901,0.061814428,-0.239345878,0.238780183,1.046711431
BBB,Company 566,Rating agency 2,6/15/2012,Miscellaneous,-0.854904483,0.148351224,0.618740324,0.035551913,-0.784044379,1.351499284,0.421160478,0.644935319,1.426810767,0.022208209,-0.324336712,0.174399379,0.371856157,-0.092780838,0.047557306,-0.525178589,-0.34398295,0.969254775
BBB,Company 36,Rating agency 4,6/15/2012,Transportation,-0.625793402,0.102514722,0.152541423,0.496880877,0.898052308,0.23985981,0.437412763,-0.490297602,-1.20733481,0.126344578,0.421317866,0.180006788,-0.063180949,-0.094715861,-0.006606467,-0.279701585,0.266140274,-0.674719831
BBB,Company 172,Rating agency 4,6/15/2012,Basic Industries,1.411765078,1.534694382,0.100397986,1.125916663,-0.603684114,0.846545917,0.441976769,0.002164395,-0.443516441,-0.078740852,-3.014759048,0.121778801,0.082838198,-0.0326403,0.029352398,-0.029120833,0.123762757,0.372893823
BBB,Company 261,Rating agency 4,6/15/2012,Energy,-0.196984008,0.873230083,0.314634583,2.23620208,1.500088288,0.38673371,0.457404561,-0.866770533,-1.214140966,-0.022413858,-0.926182177,-0.161114424,-0.720410318,-0.285650326,-0.093036561,0.660306189,0.873857891,-1.777398613
BBB,Company 265,Rating agency 4,6/15/2012,Capital Goods,-0.553872567,-0.218316619,-2.446369468,0.044757997,-0.958058407,0.911946909,0.536822902,0.68987048,0.236307059,0.125802543,1.576437001,0.086857336,0.607914157,0.119398946,-0.112153311,0.080493618,-0.306360751,-0.044964985
BBB,Company 386,Rating agency 4,6/15/2012,Technology,-0.379351675,0.335353813,-0.382243099,0.543917843,1.405440159,1.761575836,0.548619569,0.210361343,0.547469623,-0.018825527,-0.867235641,0.16304686,0.484698933,-0.02013185,0.134995837,-0.274438932,0.170768596,-1.014322839
BBB,Company 493,Rating agency 4,6/15/2012,Capital Goods,1.36219517,0.848308736,0.650799592,0.355082356,-0.586135459,0.895533911,0.549108757,0.375824451,0.817496508,-0.011186145,-0.692998975,0.094280451,0.432625068,-0.027450571,-0.044574028,-0.262700125,-0.171932842,0.36280956
BBB,Company 431,Rating agency 2,6/15/2012,Technology,-0.279719794,0.019248115,0.116734633,-0.296122948,-1.390484608,0.434600294,0.632294832,1.474495795,0.99213262,0.267394304,0.839121279,-0.10477995,0.619149967,-0.094210703,-0.07242731,-0.60138925,-0.534622761,0.102990977
BBB,Company 150,Rating agency 4,6/15/2012,Basic Industries,-0.454326641,0.233576129,-0.378460085,1.018437887,-0.351143948,0.771235473,0.713221018,-0.321131183,-0.999532078,0.035452725,-0.150954582,0.02968866,0.225850909,0.250299785,-0.092268573,0.73436388,0.3682647,0.746068928
BBB,Company 199,Rating agency 4,6/15/2012,Consumer Services,0.305158593,0.582870262,-0.58226314,0.201863342,1.49586547,2.182448228,0.725892093,1.014535523,0.342951377,-0.045970266,-1.52133295,0.132269128,0.283370204,-0.080583118,-0.037312506,-0.430882295,-0.187949762,0.595507591
BBB,Company 225,Rating agency 4,6/15/2012,Basic Industries,1.381585836,1.380183134,-0.412103575,0.897842423,-0.101176215,-0.052454127,0.753169685,0.05278459,-0.63529649,-0.010888037,-0.725935261,1.008750363,0.617888249,0.138156277,-0.111311738,0.126029494,0.324849094,0.024055436
BBB,Company 161,Rating agency 4,6/15/2012,Basic Industries,0.463821516,-0.269567382,-2.446369468,0.213663126,-0.50993137,0.549290814,0.769026962,0.387617142,0.093931308,0.08345476,0.164066198,0.148296406,0.167077376,-0.001697502,-0.08772124,0.024787803,-0.223737862,0.027351837
BBB,Company 258,Rating agency 2,6/15/2012,Consumer Durables,-0.370274518,-0.756018982,0.162864389,-0.125133535,-1.108846445,0.357471493,1.018667598,0.693365277,0.169455979,0.347717107,0.954741428,0.130883606,0.145163637,-0.013519203,-0.072840697,0.005449672,-0.276211976,0.518183428
BBB,Company 158,Rating agency 4,6/15/2012,Basic Industries,0.497094112,0.53712356,0.093649384,0.144280269,-0.860056364,0.907721457,1.034399595,0.661792153,-0.165063982,0.108272714,0.341682643,0.139775409,-0.148736664,-0.09002519,-0.045537331,-0.131423461,-0.349307307,0.182339991
BBB,Company 186,Rating agency 4,6/15/2012,Energy,-0.342512907,0.512302478,0.134654736,1.008155715,-0.128044452,2.686603333,1.140088889,0.373305709,-0.439533876,-0.02510994,-1.062042986,0.174756616,-0.076257393,2.816703315,-0.243692864,4.133190015,0.407482601,0.275266585
BBB,Company 509,Rating agency 4,6/15/2012,Capital Goods,-0.092706977,-0.087921631,-0.014997314,-0.057562827,-0.525729093,2.158542909,1.224202756,1.34349901,0.785280844,0.103015589,0.300476566,0.147632798,0.097869504,-0.065015514,-0.164329342,-0.223996521,-0.433957364,0.722765248
BBB,Company 196,Rating agency 4,6/15/2012,Basic Industries,1.222821737,0.895563758,0.194483311,1.74707829,0.133029332,2.244671155,1.530390206,0.328008067,-0.421410347,-0.015030425,-0.769112002,0.240791152,0.325965448,-0.068751025,0.010529045,-0.385267805,0.278925323,0.240250858
BBB,Company 350,Rating agency 4,6/15/2012,Consumer Services,-0.871723044,0.483897948,-0.840016794,0.186747171,-0.718787521,1.506043786,1.780477316,0.90191246,0.031926987,0.250716377,0.771560987,0.036153699,0.17815107,-0.030905763,0.059721575,-0.107848083,-0.086365671,0.031458693
BBB,Company 89,Rating agency 4,6/15/2012,Consumer Non-Durables,-0.901156373,0.395679004,-2.446369468,0.416266496,-0.404837441,0.920963422,2.055025133,0.021440196,0.85007611,0.670264419,1.216299204,0.198229964,0.590515547,-0.069910797,0.093060953,-0.493432691,-0.152929112,1.074068415
BBB,Company 18,Rating agency 4,6/15/2012,Capital Goods,-0.512503418,0.120638248,-2.446369468,-0.094086001,-1.317237657,0.502123214,3.257690031,0.72511752,0.80825686,2.211204001,1.42978845,0.097394279,0.430888131,0.254887243,-0.039408659,0.537467685,-0.336382894,1.284534492
CCC,Company 501,Rating agency 4,6/15/2012,Finance,3.16954016,1.375265742,-0.343177196,-1.921630571,1.529276088,-1.262504054,-0.022201642,-1.190235365,1.896171137,0.349075197,0.946247677,-0.134687245,0.612881309,-0.611466526,-0.27621752,-2.463162021,-0.932482566,-1.777398613
CCC,Company 478,Rating agency 2,6/15/2012,Consumer Services,-1.338826666,0.298018916,-0.773782028,-0.419290388,1.212203384,-0.661582043,-0.022201642,-0.494379535,-0.984923516,0.253510615,0.76280528,-0.37691525,0.164783282,-0.072929078,0.035894026,-0.324142644,-0.28375449,-0.638731316
CCC,Company 262,Rating agency 4,6/15/2012,Basic Industries,0.869309003,0.981075061,-0.541115087,-0.365025523,-1.355955731,-1.023333108,-2.767273111,0.199962434,-0.640252459,-0.040640883,-1.35330489,-0.307044379,1.717548374,-6.399551167,-0.215256923,-2.463162021,-0.642036921,1.042517841
CCC,Company 396,Rating agency 4,6/15/2012,Capital Goods,0.557086056,0.362024489,-2.446369468,-0.372159062,-1.103691537,-0.515558036,-1.944930679,0.41750082,0.628691669,0.146010203,0.471683188,0.361744818,-7.131213658,-0.16607973,0.293986139,-0.777444765,-0.624735044,0.387991452
CCC,Company 407,Rating agency 4,6/15/2012,Technology,3.16954016,1.134548526,0.056365727,1.482573116,1.492970452,0.093076125,-0.504357014,-0.893855579,1.831328662,-0.105045361,-3.227035373,0.043561176,0.594293677,5.684586683,-0.254834777,4.923243636,0.655136069,0.467776752
CCC,Company 373,Rating agency 4,6/15/2012,Energy,1.397006233,1.704056408,0.494402285,1.028547611,1.529276088,0.016370731,-0.167486831,-1.285371925,-1.491335894,0.055431914,0.029472413,0.180690395,0.619699362,-0.061057405,0.200905453,-0.463987314,0.850850172,-1.777398613
CCC,Company 472,Rating agency 4,6/15/2012,Finance,-0.813010667,-1.704195023,-0.268933162,0.495011572,1.474691441,-0.074041804,0.625180108,-0.830461557,2.374524377,0.316787738,0.871794685,0.024671276,0.614063482,-0.467647242,-0.091798271,-2.463162021,-0.932482566,-1.777398613
CCC,Company 567,Rating agency 4,6/15/2012,Consumer Services,0.906670897,-0.576232174,0.594700842,0.634584015,-0.596055527,-0.168032371,0.686250792,-0.445897106,0.525387939,0.139930169,0.43662657,-0.419064325,0.549484541,-0.141981101,2.975755713,-0.813743822,0.062942392,2.496440963
A,Company 19,Rating agency 4,6/19/2012,Energy,-0.120364122,0.474978372,0.757127414,1.317761677,1.494054384,1.003644454,0.240058585,-0.482587716,-1.135117814,-0.054186656,-1.798653906,0.206500533,-0.0147238,0.098329019,-0.064772991,0.661508962,0.7928417,-0.890057359
BBB,Company 31,Rating agency 3,6/21/2012,Basic Industries,0.757416586,0.398694296,0.715300152,0.020966027,-1.010659611,0.025105286,0.100723835,0.486675218,0.009804211,-0.003842181,-0.650476699,-0.105932629,-0.681393058,-0.165869732,-0.049470352,-0.309355084,-0.427616931,0.137801925
BBB,Company 405,Rating agency 3,6/26/2012,Consumer Services,-0.895165465,-0.767611623,-2.446369468,-0.253821038,-0.924886416,-0.430443117,-0.121091758,0.256519843,0.77658187,0.326920529,0.932168919,0.397095082,-1.293022066,-0.834466834,1.524815752,0.921834196,-0.086883931,0.872514629
BB,Company 248,Rating agency 4,6/27/2012,Consumer Services,0.204196833,0.272217383,-2.446369468,5.191175032,1.529276088,-0.898857971,0.066913983,-3.18192665,-1.750735657,0.11487836,1.535836563,0.223782416,0.845730053,-0.156501888,-3.238718251,-0.871460496,-0.932482566,-1.777398613
BBB,Company 302,Rating agency 4,6/27/2012,Finance,3.048721509,0.827871165,-0.921152855,-0.106126618,1.517881282,-0.502014264,-1.343314542,-1.083235845,0.838286431,0.117316875,0.400777838,0.058678081,0.420577049,0.719949211,0.134834019,1.305229042,-0.247784536,-1.777398613
