returnOnCapitalEmployed,operatingCashFlowPerShare,netProfitMargin,debtRatio,operatingCashFlowSalesRatio,effectiveTaxRate,currentRatio,freeCashFlowPerShare,cashRatio,fixedAssetTurnover,freeCashFlowOperatingCashFlowRatio,enterpriseValueMultiple,grossProfitMargin,debtEquityRatio,assetTurnover,payablesTurnover,daysOfSalesOutstanding,returnOnEquity,Day,Name,Month,Year,Agency_Rating agency 3,Rating,ROCE_NetProfitMargin,NetProfitMargin_OpCashFlow,CashRatio_OpCashFlow,CashRatio_NetProfitMargin,DebtRatio_ROCE,DebtRatio_OpCashFlow
-0.374837339,-0.64447655,-0.319838873,-0.556505029,-0.571016481,-0.153317554,-0.033791732,-0.122549863,-1.297607945,0.595759906,0.12383001,0.360999022,1.496498428,0.002837476,1.130196949,0.943193152,-0.007069123,-0.876835271,15,0.002491281,6,2012,FALSE,3,0.119887552,0.206128653,0.836277892,0.415025463,0.208598864,0.358654441
0.034888846,-0.650511405,1.164510878,-2.282701206,0.706783683,0.131072567,0.515806547,-0.151325531,1.259854208,-1.59426279,-0.782493874,0.150681443,-0.165568514,-0.066854431,-1.205951732,-0.169175775,-0.258559374,-0.675230388,15,0.002989537,6,2012,FALSE,3,0.040628441,-0.757527607,-0.819549531,1.46711393,-0.079640811,1.484923169
-0.316475475,-0.604985977,0.088083294,-0.818004287,0.044970002,0.152371469,-0.927110435,-0.109674871,0.148389585,-0.545866876,0.310900567,0.404563082,-0.289701118,0.071036079,-1.030326206,-0.648319911,1.088940151,-0.627835932,15,0.001494768,6,2012,FALSE,3,-0.027876202,-0.053289158,-0.089773618,0.013070643,0.258878295,0.494881123
0.265175098,-0.525653992,-0.085054975,-1.031973576,-0.504440763,0.083991463,0.563645553,-0.127571165,-0.05440106,0.432363963,-0.206067832,-0.008831772,-0.85346765,-0.02752209,0.581711869,0.215756117,0.785237796,-0.257436723,15,0.002491281,6,2012,FALSE,3,-0.022554461,0.044709487,0.028596134,0.004627081,-0.273653694,0.54246103
0.147542568,-0.306187417,5.191175032,-0.614235822,8.266179045,-0.123919271,-0.697448928,-0.014759696,-1.611016205,-3.439338404,0.610153793,-0.006886711,1.515755619,-0.003821837,-5.207600338,-1.777398613,3.050910185,-0.224437537,15,0.002491281,6,2012,FALSE,3,0.765919295,-1.589472474,0.493272891,-8.3630671,-0.090625931,0.18807128
-0.122639568,-0.352427566,-0.255655201,0.428908201,-0.200448123,0.101140683,1.02725424,-0.080149701,1.127506152,0.227428047,0.144230958,-0.136604257,-0.631504692,0.135781226,0.7770038,0.335040539,0.522703414,-0.115526148,15,0.002491281,6,2012,FALSE,3,0.031353443,0.09009994,-0.397364249,-0.288252812,-0.052601116,-0.151159073
-0.3157943,-0.37066029,0.850406484,-0.837270134,-0.410703021,0.024594306,1.968376426,-0.080316967,1.577345483,0.464608398,0.172113845,-0.029319472,-0.112294529,-0.0172272,-0.513115915,0.856516005,0.622018245,0.130171785,15,0.002491281,6,2012,FALSE,3,-0.26855352,-0.315211914,-0.584659334,1.341384826,0.264405136,0.310342791
0.622025172,-0.49692164,0.149120664,-1.427762681,-0.236437219,0.073700582,0.551779991,-0.136612835,-0.168546482,-0.27832172,-0.373769002,0.08455204,-0.805840318,-0.042315203,0.511098831,0.410579878,0.437468751,0.155876227,15,0.000996512,6,2012,FALSE,3,0.092756807,-0.074101285,0.083754394,-0.025133763,-0.888104327,0.709486173
0.434027416,-0.153695434,-0.210814055,0.175007285,-0.462876747,0.163304203,-0.122282474,-0.002338413,0.004900729,1.23611089,0.403519957,-0.112979681,-1.124416166,0.080769796,0.996175183,0.522032343,-2.446369468,0.185665584,15,0.000996512,6,2012,FALSE,3,-0.09149908,0.032401158,-0.00075322,-0.001033143,0.07595796,-0.026897821
0.35013863,0.474228204,1.549906666,-0.363764576,1.192743447,0.192023251,-1.714219815,0.303123211,-3.525667866,-1.557051415,0.619383753,0.068787753,1.500538772,0.0129689,-0.967397752,-1.777398613,2.590909084,0.257703755,15,0.002491281,6,2012,FALSE,3,0.542682197,0.735009455,-1.67197114,-5.464456128,-0.12736803,-0.172507422
0.308142458,0.514715072,-0.025629268,0.604835808,-0.096883369,0.166776921,0.416440001,0.183983572,0.219485158,0.320966703,0.275943804,-0.060631014,1.502932614,0.185492534,0.237787178,-1.777398613,0.55119156,0.471621037,15,0.002491281,6,2012,FALSE,3,-0.007897466,-0.013191771,0.112972319,-0.005625244,0.186375593,0.311318106
0.363064809,-0.470033303,-0.076319078,0.487184625,-0.489368173,0.184652792,0.533090136,-0.109185319,0.071453065,0.580557892,-0.000555939,0.1414006,-0.482120827,0.142166088,0.84872693,0.849144477,0.274464232,0.788144907,15,0.001494768,6,2012,FALSE,3,-0.027708771,0.035872508,-0.03358532,-0.005453232,0.176879593,-0.228992998
-0.089573276,-0.28514037,0.339936128,0.734592742,0.010008531,0.1252371,-0.656170636,-0.057556754,-0.130712436,-0.559968333,0.237240884,0.061023866,1.506852153,0.245594427,-0.243427284,0.462461106,0.590635048,0.867797256,15,0.000996512,6,2012,FALSE,3,-0.030449193,-0.096929513,0.037271392,-0.044433879,-0.065799878,-0.209462046
1.058854894,0.096297051,1.558442216,-0.145488314,1.023884072,0.108004398,-0.834234177,0.102303557,0.050242521,-1.103727256,0.514424658,-0.09929779,0.588883312,0.063850278,-0.59011275,-1.329040357,1.282964857,0.94869536,15,0.001993024,6,2012,FALSE,3,1.650164167,0.15007339,0.004838207,0.078300066,-0.154051013,-0.014010096
0.205399782,-0.334156418,-0.098309965,0.866676524,-0.343510209,0.179048699,0.381910323,-0.06329508,0.331679256,0.540422184,0.273757841,-0.067636194,-0.661230561,0.31664578,0.602938767,0.091981444,0.331073152,0.966086668,15,0.000498256,6,2012,FALSE,3,-0.020192845,0.032850906,-0.110832752,-0.032607376,0.178015169,-0.289605523
-0.34163686,-0.44587902,-0.193129403,0.545237915,-0.318072459,0.091631956,-0.498556706,-0.065036122,0.49293504,1.549147068,0.488104602,0.057037562,0.490591173,0.965241556,-0.188077969,0.272633939,0.689712524,1.033565327,15,0.001494768,6,2012,FALSE,3,0.065980123,0.086112349,-0.219789393,-0.09520025,-0.186273369,-0.243110147
0.122451779,-0.213028528,-0.277319194,1.066945804,-0.465949435,0.111535529,0.826679788,-0.052382172,0.1695949,0.789297128,0.172288114,0.012266234,-1.156073997,0.492035133,1.319805002,0.931446139,0.213532321,1.087287873,15,0.000498256,6,2012,FALSE,3,-0.033958229,0.0590769,-0.036128552,-0.047031921,0.130649412,-0.227289894
-0.698329845,-0.770405051,-0.634203715,1.573932046,-0.334723654,-2.877203569,0.97708053,-0.137427822,1.304606898,-0.000724228,0.126204374,0.021259861,1.487376065,-8.753538437,-0.447662182,-1.777398613,0.760597256,3.760369805,15,0.002989537,6,2012,FALSE,3,0.442883382,0.488593745,-1.005075744,-0.827386541,-1.099123722,-1.212565198
-0.297288086,0.494455652,0.298506501,1.534691725,-0.424336097,-8.470516219,-0.040838792,0.097134076,-0.589451395,0.721909535,0.085885871,0.069920076,-0.964916399,-8.753538437,0.63683138,0.098994484,0.085515809,-0.022201642,15,0.002491281,6,2012,FALSE,4,-0.088742426,0.147598227,-0.291457574,-0.175955073,-0.456245566,0.758836998
-0.212165113,-0.597624788,-0.173048645,1.710028452,-0.477294414,0.343406612,0.467969613,-0.104295774,0.33170854,0.727362055,0.400033482,-0.01552597,-0.595188127,-3.575116321,0.680309791,0.371855972,0.680262573,-0.022201642,15,0.002989537,6,2012,FALSE,4,0.036714885,0.10341816,-0.198237246,-0.057401713,-0.36280838,-1.021955391
-0.445326633,-0.257675301,-0.276126804,1.639659002,-0.368249765,-0.229118562,-1.629680808,0.000125846,-0.129973389,-0.3482936,0.621945965,-0.069672302,1.50089648,-8.753538437,0.280203345,0.229916547,-0.380702991,-0.022201642,15,0.000996512,6,2012,FALSE,4,0.12296662,0.071151057,0.033490932,0.035889137,-0.730183823,-0.422499627
0.302193287,-0.223654221,0.197574634,2.755445799,0.034465585,0.204315783,0.872667452,0.003805268,0.674306595,1.198555634,0.555674638,-0.128375454,0.388890689,-0.450450359,-0.160956955,0.338957812,0.804893214,-0.022201642,15,0.001494768,6,2012,FALSE,4,0.059705728,-0.044188401,-0.150811516,0.133225879,0.832677223,-0.616267084
-0.973182488,-0.085070662,-0.47258999,1.127056941,-0.33985201,0.284025335,-0.185672698,0.006915534,-0.123648998,0.431623077,0.345723738,0.033092889,-0.561783114,0.506179824,0.771324602,0.319121967,0.571683813,-0.022201642,15,0.002989537,6,2012,FALSE,4,0.459916302,0.040203543,0.010518902,0.058435279,-1.096832078,-0.09587948
0.474685321,0.148250053,-0.23705596,2.755445799,-0.36333746,0.136504725,-0.128918125,0.070990047,0.684046098,1.254507673,0.321270967,-0.214590466,-0.776997745,-0.431434308,0.926753378,0.837322605,0.568872245,-0.022201642,15,0.002491281,6,2012,FALSE,4,-0.112526984,-0.035143559,0.10140987,-0.162157204,1.307969674,0.408494986
-1.438356323,-0.676519488,-0.815495432,1.186940977,-0.526293186,-0.041497796,-0.120169872,-0.131105181,0.751331516,0.30602997,-0.041269687,-8.381641953,-0.824649063,-0.024350223,0.531538951,0.404670132,-2.446369468,-0.022201642,15,0.001494768,6,2012,FALSE,4,1.172973011,0.551698552,-0.508290413,-0.612707419,-1.707244059,-0.802988702
-0.500946615,-0.537587395,-0.341000606,2.326023912,-0.016492467,0.351701914,-0.960376636,-0.134531041,-0.1463704,-0.684114865,-0.320011835,0.138923721,1.047726394,-0.653392717,-0.165078104,-0.795526248,0.318519664,-0.022201642,15,0.002989537,6,2012,FALSE,4,0.170823099,0.183317627,0.078686882,0.049912395,-1.165213805,-1.250441136
-0.531252225,-0.578442278,-0.391987034,-0.044167438,-0.129189356,0.369845606,0.121130743,-0.120058407,0.514638932,0.026667918,0.018229872,0.12343254,-0.652980762,0.047649198,0.38042044,0.128243177,0.378662556,-3.076179802,15,0.001494768,6,2012,FALSE,4,0.208243984,0.226741873,-0.297688916,-0.201731789,0.02346405,0.025548313
-0.169298713,-0.222583661,-0.39198165,1.073296574,-0.101983416,0.116431452,-0.623727778,-0.116672108,-0.156619833,-0.970493285,-0.276511491,-0.168218999,-0.831345152,0.480790712,-0.545462653,0.276574536,0.445981642,-2.865451301,15,0.000498256,6,2012,FALSE,4,0.066361989,0.087248711,0.034861016,0.061392101,-0.181707729,-0.238898281
-0.526507325,0.338012942,-0.305777972,-0.533590047,-0.31797625,0.207855684,0.917464597,-0.424433655,1.126390162,-0.720959567,-1.254459782,-0.144468726,-0.940619267,0.004758699,-0.137854311,0.528139158,-2.446369468,-1.978302621,15,0.001993024,6,2012,FALSE,4,0.160994342,-0.103356912,0.380734452,-0.344425299,0.280939068,-0.180360342
-0.315906542,-0.702625877,-0.3650031,-2.859020607,-0.53468145,0.373182122,-0.221409943,-0.118630245,-0.200305067,0.575068827,0.62151295,0.23145122,-0.665417493,-0.038978015,0.726736174,0.546699358,0.253399581,-1.786294828,15,0.000996512,6,2012,FALSE,4,0.115306867,0.256460623,0.140739523,0.07311197,0.903183313,2.008821861
-0.371349751,-0.465869801,-0.291961084,0.331979568,-0.323908805,-0.029869406,-0.317926949,-0.092909447,-0.65492597,0.83708875,0.209224508,0.283231098,-0.396557373,0.109726704,0.447090129,0.444026717,0.563755837,-0.844611527,15,0.002491281,6,2012,FALSE,4,0.108419676,0.136015852,0.305110231,0.191212896,-0.12328053,-0.154659255
-0.353237126,0.089684233,0.043671432,-0.324012604,-0.030254688,-0.131820069,-2.383726464,-0.085862516,-0.790268576,-1.242862778,-0.234800165,0.029043775,-0.508710165,0.018669336,-0.537050385,1.141333762,-2.446369468,-0.771400744,15,0.001494768,6,2012,FALSE,4,-0.015426371,0.003916639,-0.070874631,-0.03451216,0.114453281,-0.029058822
-0.209759716,-0.399250997,-0.120673342,-0.764453989,-0.454090513,0.047397074,0.255517248,-0.197203059,-1.08251508,-0.30667238,-1.139838416,0.039102082,-0.966608251,-0.011485759,0.137047617,0.046824327,-2.446369468,-0.74091305,15,0.002989537,6,2012,FALSE,4,0.025312406,0.048178952,0.432195225,0.130630712,0.160351652,0.305209017
-0.468753389,-0.703453187,-0.110861854,0.173322844,-0.476447515,-0.346722702,0.621722139,-0.135627753,1.018608677,-0.205271825,-0.148105068,0.160972031,-1.013703091,0.075021306,-0.256394064,1.069379519,-1.561921156,-0.683079185,15,0.002491281,6,2012,FALSE,4,0.05196687,0.077986125,-0.71654352,-0.112924846,-0.081245671,-0.121924507
-0.396710679,0.064361009,-0.189616782,0.356590495,-0.401901163,-0.058338752,0.118282315,0.116712869,0.074983773,0.558641056,0.612556945,-0.051684673,-0.694043734,0.110948591,-0.013851054,0.072752405,0.886276968,-0.634821408,15,0.001993024,6,2012,FALSE,4,0.075223002,-0.012203927,0.004826031,-0.014218182,-0.141463257,0.022950524
-0.485109433,-0.320533347,-0.353281532,0.693587447,-0.515312507,0.463087164,0.528090963,-0.07431096,0.508016268,0.875074717,0.150935694,-0.105544494,-1.323574569,0.204877674,1.249263838,0.23819896,0.48255191,-0.526358248,15,0.002989537,6,2012,FALSE,4,0.171380204,0.113238512,-0.162836155,-0.179472765,-0.336465813,-0.222317906
-0.162891777,-0.813700747,-0.32668005,0.363401795,-0.458890927,0.154347533,0.021215592,-0.141997999,-0.084879108,1.558811265,0.320580447,2.975755713,-0.043908404,0.11091733,1.171810177,0.35149134,0.661899893,-0.493812133,15,0.000996512,6,2012,FALSE,4,0.053213494,0.265819801,0.069066194,0.027728311,-0.059195164,-0.295700312
0.027742379,0.30385465,0.468654367,-0.146615114,0.781908969,0.198959368,-2.172049123,-0.17182734,-1.195478777,-1.457395937,-0.549945386,-0.065958087,1.514741171,0.033751034,-0.868441669,-1.777398613,0.722998997,-0.35778077,15,0.003487793,6,2012,FALSE,4,0.013001587,0.142402809,-0.363251785,-0.560266349,-0.004067452,-0.044549684
0.409274855,-0.049473924,-0.295903927,-0.309200534,-0.469972727,0.193090382,-0.569031754,0.016510415,0.739517708,1.068084823,0.345425814,-0.204039859,1.444711706,0.01679605,1.465983211,-1.462967908,-0.663905445,-0.224718706,15,0.002491281,6,2012,FALSE,4,-0.121106037,0.014639528,-0.036586843,-0.218826194,-0.126548004,0.015297364
0.643660832,0.741361372,-0.152936134,-1.728946319,-0.37807691,0.19518327,0.222969993,0.336446493,0.111955432,1.972466687,0.366105578,-0.183091065,-1.111525783,-0.052918633,1.033055516,0.553334694,-2.446369468,-0.196510624,15,0.000498256,6,2012,FALSE,4,-0.098438999,-0.113380942,0.082999433,-0.017122031,-1.112855026,-1.281774015
0.336196434,-0.538019494,-0.050538263,-0.877616851,-0.421388668,0.18652945,1.089528278,-0.105311685,-0.543045092,0.629198066,0.203022379,0.005884678,-0.243244042,-0.020070573,0.538912246,0.570870216,-2.446369468,-0.145926034,15,0.001993024,6,2012,FALSE,4,-0.016990784,0.027190571,0.292168846,0.027444556,-0.295051656,0.472174974
0.172591208,-0.401294977,-0.066345835,-1.045205202,-0.563410917,0.249043602,1.21597617,-0.113929064,0.068737947,0.66336969,-0.138724761,-0.106315907,-0.95783361,-0.027261958,0.656893492,0.641109915,0.371518393,-0.104985121,15,0.002491281,6,2012,FALSE,4,-0.011450708,0.02662425,-0.027584193,-0.004560476,-0.180393228,0.419435597
0.176392164,-0.436813921,0.74110075,-0.288781546,0.229102436,0.159352924,-0.078403515,-0.060160898,0.590645796,1.36367173,0.517943355,0.113038959,0.559628644,0.020067381,-0.821400387,2.496440963,0.670393987,-0.092804177,15,0.002491281,6,2012,FALSE,4,0.130724365,-0.323723124,-0.258002306,0.437728042,-0.050938802,0.126143799
-0.298754523,-0.106660138,-0.052760451,0.86439424,-0.064560325,0.139398186,-0.58905787,-0.093122937,-0.950500876,-1.244577134,-0.173757792,0.006883246,1.522168468,0.299677908,-0.489131462,-0.457909255,0.386446049,-0.079047399,15,0.002989537,6,2012,FALSE,4,0.015762423,0.005627437,0.101380555,0.050148855,-0.258241689,-0.092196409
0.501089188,-0.5327743,0.527721021,-3.227035373,0.007090618,-0.057067187,1.555961742,-0.077403503,1.188388147,0.650403982,0.613566267,0.183696227,0.251949145,-0.089041068,0.113719638,0.246578655,-2.446369468,-0.056861626,15,0.000498256,6,2012,FALSE,4,0.264435298,-0.281156198,-0.633142663,0.627137406,-1.617032535,1.719281512
0.649055472,-0.046836716,0.08334568,-0.699549806,-0.225343443,0.150825584,0.385282473,0.040695565,0.550645724,0.715960644,0.458101902,-0.065637304,-0.67943801,-0.009561402,0.409614383,0.167043071,0.578100504,0.117038064,15,0.001993024,6,2012,FALSE,4,0.05409597,-0.003903638,-0.025790437,0.045893942,-0.45404663,0.032764616
0.798976179,0.669035628,1.459115799,-1.400475262,1.282788235,0.180037661,-1.279876994,0.416619003,-3.062321394,1.062652575,0.610634945,-0.104202632,1.498438354,-0.040785942,-0.709613437,-1.777398613,-0.722840705,0.15299968,15,0.001993024,6,2012,FALSE,4,1.165798766,0.976200455,-2.048802117,-4.468281528,-1.118946374,-0.936967846
0.732180634,0.364149074,0.910652305,-1.182020644,0.468170994,0.098058401,-2.383726464,0.233049698,-0.605375787,1.170955147,0.561472404,-0.083811779,1.504419934,-0.034653608,-0.416818128,-1.777398613,-1.011624588,0.158679626,15,0.000498256,6,2012,FALSE,4,0.666761982,0.331613194,-0.220447032,-0.551286856,-0.865452625,-0.430431723
0.376217294,-0.577794342,-0.236132512,0.029084593,-0.398838594,-0.38243073,-0.755459978,-0.154051713,0.12546423,0.127905976,-0.737476422,0.176593391,0.46800793,0.059270391,1.229968502,0.299441917,-0.751887649,0.169013573,15,0.001993024,6,2012,FALSE,4,-0.088837135,0.136436029,-0.072492522,-0.029626184,0.010942127,-0.016804913
1.083173864,-0.440537687,0.126272606,-2.015072954,-0.200856695,0.187826001,0.179563462,-0.074510237,0.15069059,0.274029546,0.364990247,-0.083864903,-0.661697312,-0.060050845,0.762138986,1.389940927,-0.262726152,0.245084967,15,0.002491281,6,2012,FALSE,4,0.136775187,-0.055627842,-0.066384884,0.019028093,-2.182674358,0.887715578
0.304111745,-0.192962768,0.130959899,-0.759533199,-0.473326142,0.23993321,0.247185489,-0.057760228,-0.071330767,0.608449228,0.113638266,-0.148756707,-0.533575647,-0.010606887,0.48380254,0.060293647,0.782751838,0.274701716,15,0.002989537,6,2012,FALSE,4,0.039826443,-0.025270385,0.013764182,-0.00934147,-0.230982967,0.146561628
0.28901516,-0.255926013,0.08584623,0.056753935,-0.135626464,0.069937091,-0.461935047,-0.011093793,-0.232268241,0.049869274,0.525349656,-0.126976005,-0.240469378,0.064805513,0.245480733,1.105424636,0.37248201,0.319569303,15,0.002491281,6,2012,FALSE,4,0.024810862,-0.021970283,0.059443485,-0.019939353,0.016402748,-0.014524808
0.258000958,0.177420114,-0.037842872,-0.237922572,-0.360777945,-0.093626245,0.129998561,0.042721827,0.198867153,0.574072485,0.19248005,-0.017660323,-0.940657959,0.026334503,0.717764094,0.408280024,0.267583099,0.321777968,15,0.002989537,6,2012,FALSE,4,-0.009763497,-0.006714087,0.035283033,-0.007525704,-0.061384252,-0.04221225
1.11416858,0.23785609,-0.041461507,-0.827185236,-0.347997709,0.168469705,0.228917704,0.113568367,0.639887232,0.353672805,0.358719978,-0.171353856,-1.012569306,-0.017662275,0.944621175,0.165551816,0.124592262,0.322066448,15,0.002989537,6,2012,FALSE,4,-0.046195108,-0.009861872,0.152201075,-0.026530689,-0.9216238,-0.196751046
0.823896253,-0.066938608,-0.175919263,-0.596650787,-0.447509435,0.148637897,0.69259606,-0.008518672,-0.128952383,0.564279909,0.247724451,-0.069544085,-1.253352568,-0.000652815,1.37756919,1.223522713,-0.075605051,0.360864748,15,0.002491281,6,2012,FALSE,4,-0.144939222,0.011775791,0.008631893,0.022685208,-0.491578348,0.039938973
0.645446061,0.169950801,-0.197954964,0.091919444,-0.447687933,-0.035262957,0.008844639,0.040902504,0.598559441,0.976275701,0.193444874,-0.084196181,-1.300770889,0.069733798,1.262637843,0.270226759,0.371388453,0.469999399,15,0.002989537,6,2012,FALSE,4,-0.127769252,-0.033642605,0.101725656,-0.118487813,0.059329043,0.015621783
0.87249528,-0.348006809,0.292926495,-0.226707554,-0.276136226,0.179002164,0.40871717,-0.133995875,0.808417143,-0.194014344,-0.377463716,-0.0473066,-0.94837909,0.030739784,0.266135606,0.732647934,0.256108219,0.572605816,15,0.002491281,6,2012,FALSE,4,0.255576984,-0.101940415,-0.28133467,0.2368068,-0.197801271,0.078895772
0.272369598,-0.062618816,-0.10204278,0.679550664,-0.300029182,0.177849314,0.651903161,-0.030585433,0.71353106,0.076771568,0.125796659,-0.094263681,-1.102476801,0.220078788,0.692826751,0.624722249,0.150801149,0.769831319,15,0.001993024,6,2012,FALSE,4,-0.027793351,0.006389798,-0.04468047,-0.072810693,0.185088941,-0.042552658
0.219165007,-0.171847551,0.101948513,0.972645249,-0.322538328,0.03781439,0.418282968,-0.063901269,0.497707363,-0.235120028,0.059863279,0.071695078,-0.906934427,0.373618011,0.249851607,0.468182215,0.351434778,1.254755668,15,0.000498256,6,2012,FALSE,4,0.022343547,-0.017519602,-0.085529791,0.050740526,0.213169803,-0.167146704
0.99160321,-0.116037357,0.1702698,0.691284446,-0.11056413,0.152502913,-1.549354903,0.046691674,-0.714235239,0.941879342,0.616588525,-0.064151363,0.432307812,0.225382341,0.534996693,0.428592662,-0.322849403,1.304263122,15,0.002491281,6,2012,FALSE,4,0.16884008,-0.019757658,0.082877969,-0.121612691,0.685479876,-0.08021482
-0.936259721,-0.552761003,2.149571649,0.687644956,-0.351938695,0.243281157,0.075781717,-0.109077893,1.057466713,-1.126376297,0.167200375,-0.129046911,1.159169226,0.22023767,-0.850540736,0.032898035,-0.018915374,1.381175903,15,0.002989537,6,2012,FALSE,4,-2.012557352,-1.188199381,-0.584526361,2.273100466,-0.643814275,-0.380103316
-0.526280134,-0.61768379,-0.305678924,1.479592569,-0.553539912,0.458760186,-0.068648325,-0.142520336,0.28637041,0.501792277,-0.473237475,-0.008498236,-0.848235871,2.211204001,0.94858954,0.69321995,0.120695085,3.097630846,15,0.002491281,6,2012,FALSE,4,0.160872745,0.188812916,-0.17688636,-0.087537399,-0.778680175,-0.913920346
0.028073236,-0.116423669,0.266085216,1.591430001,-0.08611001,-0.038914117,-0.665594492,0.016136528,0.074889184,0.97199287,0.438822682,0.084452798,1.428284861,-8.753538437,0.029101353,-1.709431309,0.397167826,-0.022201642,15,0.003487793,6,2012,FALSE,5,0.007469873,-0.030978617,-0.008718874,0.019926905,0.04467659,-0.18528012
0.663702842,-0.06228285,0.201543759,1.632838481,-0.204081676,0.380163535,-0.878831999,0.002041269,-0.206217899,0.343733043,0.291591685,0.257009094,-0.230993541,-8.753538437,0.751285019,0.347299088,-2.446369468,-0.022201642,15,0.000996512,6,2012,FALSE,5,0.133765166,-0.01255272,0.012843838,-0.041561931,1.08371954,-0.101697834
-2.161237054,-0.018162648,-3.017945244,-1.599322249,0.038880773,-0.196585691,-0.159620892,0.085496785,0.801752002,-1.531645651,0.621487431,-0.412074203,1.529276088,-0.025352996,-1.055592521,-1.777398613,-2.446369468,-0.022201642,15,0.002989537,6,2012,FALSE,5,6.522495088,0.054813877,-0.014561939,-2.419643641,3.456514506,0.029047927
-0.69316857,-0.323862271,-0.477064126,0.143647631,-0.317668892,-0.382589715,0.542002734,-0.10483881,-0.859513284,-0.709356749,-0.116915817,0.077229205,-0.342498535,0.076784213,0.02488814,0.152125529,0.236565545,-0.022201642,15,0.001993024,6,2012,FALSE,5,0.330685858,0.154503071,0.278363924,0.410042954,-0.099572023,-0.046522048
-0.67632321,-0.221857158,-0.429286616,0.107836792,-0.337548306,-8.470516219,-0.088605736,-0.149801061,-0.351055571,-0.089959861,-0.51873051,-0.04221919,1.10426201,0.065940094,0.495416986,-0.794746287,0.618749801,-0.022201642,15,0.002989537,6,2012,FALSE,5,0.290336502,0.095240309,0.077884191,0.150703458,-0.072932525,-0.023924364
-0.359071084,-0.618558146,-0.32340538,-2.114375439,-0.33935708,-0.630606261,0.591240958,-0.099348563,0.803586118,-0.120913004,0.607276936,-0.10667339,-0.443848899,-0.059847076,0.26606604,0.624520395,0.222872151,-2.105558958,15,0.002989537,6,2012,FALSE,5,0.11612552,0.200045032,-0.497064739,-0.259884074,0.759211081,1.307864151
-0.578292488,-0.366449454,-0.353637519,0.420966486,-0.437959657,-0.402033311,0.375859451,-0.057795322,0.447192707,0.729131982,0.379254854,0.54600489,-0.516215163,0.125374233,0.388795679,0.547554291,0.406139355,-1.63477049,15,0.001993024,6,2012,FALSE,5,0.204505921,0.129590276,-0.163873523,-0.158144119,-0.243441757,-0.154262939
-0.198568992,-0.683934953,-0.304001858,0.062371791,-0.36200157,0.313348112,0.287149499,-0.146258457,0.464971943,0.194635849,-0.644109072,0.691070072,-0.864533242,0.070695717,0.047775295,-0.122033932,0.562687796,-1.48851689,15,0.000996512,6,2012,FALSE,5,0.060365343,0.207917496,-0.318010564,-0.141352335,-0.012385104,-0.042658248
-0.381034308,-0.678861177,-0.085617297,-1.032389272,-0.208035176,0.13684174,0.190490455,-0.12190852,-0.398214059,0.282346031,0.313548345,0.008435771,0.439714492,-0.026938524,-0.609667361,0.931349419,0.525104266,-1.421470497,15,0.002491281,6,2012,FALSE,5,0.032623128,0.058122259,0.270332065,0.034094011,0.393375732,0.700848996
-0.675567791,-0.006792453,-0.193220355,0.4044668,-0.076065393,-2.244392273,-1.030664443,0.085249205,-1.708298361,-1.218684327,0.615046032,0.009609543,0.128711457,0.120204628,-0.759875972,0.136005283,0.331583966,-1.379483976,15,0.002491281,6,2012,FALSE,5,0.130533448,0.00131244,0.011603536,0.330078016,-0.273244743,-0.002747322
-0.290005666,-0.063600515,-0.188429029,-0.373385738,0.111528435,0.11886189,0.164791213,-0.233045949,-0.10062034,-0.936636246,-0.969368042,-0.035257332,-0.412140863,0.014315167,-0.318172766,0.027934232,0.856310442,-1.304141191,15,0.003487793,6,2012,FALSE,5,0.054645486,0.011984183,0.006399505,0.018959793,0.10828398,0.023747525
-0.193257115,0.466829464,-0.18753841,-1.306381525,0.072490307,0.175813941,0.262987643,-0.035390598,0.628747379,-0.424127357,-0.203722339,-0.083416449,0.941503051,-0.039156644,0.098394131,-0.4736424,0.014906654,-1.187385222,15,0.002491281,6,2012,FALSE,5,0.036243132,-0.087548455,0.293517802,-0.117914284,0.252467525,-0.609857387
-0.384375074,0.405812944,0.445289743,-0.511225416,-0.321355287,0.082506468,0.577884818,0.242022695,-0.433761065,1.914459903,0.538535458,0.140888959,1.503980945,0.005629573,-1.523951255,-1.777398613,0.466348768,-1.174103977,15,0.001494768,6,2012,FALSE,5,-0.171158278,0.180704342,-0.176025855,-0.193149353,0.196502307,-0.207461891
-0.211777136,0.187074514,0.072213876,0.106704038,0.293584895,0.150625309,-0.326853517,0.019173749,-0.416804486,-1.421090571,0.107580412,0.022286936,-0.68104592,0.078178422,-0.953645523,0.268572855,0.422166295,-0.875562562,15,0.001993024,6,2012,FALSE,5,-0.015293248,0.013509376,-0.077973497,-0.030099067,-0.022597476,0.019961606
-0.374057697,0.178555829,-0.107904664,0.446351663,-0.043837078,0.20375078,-1.433285651,-0.058101138,-1.326894389,-1.119443717,-0.164913375,0.07045704,1.061047389,0.131431341,-0.644488866,-0.657100747,0.138047914,-0.846043493,15,0.002491281,6,2012,FALSE,5,0.04036257,-0.019267007,-0.236924728,0.143178093,-0.166961275,0.079698691
