Rating,Name,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
B,Company 296,Rating agency 3,1/13/2011,Transportation,0.19843250060160425,0.6266802541834489,1.1554969835198787,0.23015085166644614,0.8780902902135455,0.44400435152577855,-0.21431899606325847,0.5376161945446354,0.009350486956800463,-0.051854962781881585,-0.06490431226649995,-1.3225768775279898,-1.595517149155654,0.1000150728599197,0.06451893145824482,-0.1293555526203162,-4.048940375669046,-6.3995511667270275,0.13321625886593813,0.8759087801268414,-0.03023000433815218,0.8352607609256629,0.21554259013187937,0.4453863106417189
A,Company 70,Rating agency 3,1/25/2011,Technology,0.1698302593293333,0.13077170297686186,-0.6532411792842736,0.5270134050941138,-0.026893916397979136,0.05826023019890241,-0.6497607077627503,0.012268748638117905,0.18163639664719386,0.02754546042733671,-0.1520570219828974,0.2646670393655958,0.40944496850053996,0.017922439864765778,-0.3845511250832748,-0.047983440787382196,0.3043980706481656,-0.03048965472921151,0.018802439440807443,0.07252618677584355,0.11007040244791497,-0.21030068332360788,-0.3250874386492024,0.3312333853547916
BBB,Company 310,Rating agency 3,1/28/2011,Energy,-0.5601046271963595,0.6072877212181723,-0.5412929586235882,0.9108466445480008,0.07052616864744035,0.1403139576299679,-0.9056137479783523,0.13980384377634236,0.1942156581805752,0.19860581903790744,-0.1307369435455062,0.02495125812178024,-0.74888487747771,0.019302013538444757,-0.33097995990898366,0.017343424980585352,-0.2821061455586254,-0.11961687410846232,0.01863419674247772,0.24194243636474103,0.017066607338746664,-0.2528904885626414,0.006471240372839414,-0.5576656980878439
B,Company 446,Rating agency 3,2/16/2011,Consumer Services,0.5531054648884706,0.8802793894054135,1.239973181434555,0.10231264509682148,-0.44529859050032444,-0.16122836262554005,1.5003512964893635,-0.07800475479798684,-0.531393138339988,-0.6645748925018803,-0.022201641603082915,0.1289689185471441,-1.3980302859024132,0.0308778314918243,-0.18502282050410315,-2.8020538066390817,-0.15529656840810335,-0.12404137371918969,0.033547390757324776,-0.18975000533957098,-0.005992178717615652,-0.5169254045034444,0.19162098582898204,-1.7773986131260346
BBB,Company 68,Rating agency 3,3/3/2011,Energy,-0.44357877567697984,-0.09382658826196047,0.12751380855044023,0.8670156468670699,-0.28705042296161126,-0.09936454362930054,-0.2550582875917153,-0.20013738071742504,-0.37487274217783506,-0.5807639664877382,-2.2460845951867356,-0.5917006907681973,-1.1101102800434035,0.0018328067835143048,-0.5039348403414196,-0.4056358586013002,-0.27183121698208473,-0.11550815279974133,0.0022785548402513523,-0.12463591852368033,0.10725432021042519,-0.19765925597770675,0.17012675278474002,0.32941227617762836
BB,Company 270,Rating agency 3,3/15/2011,Public Utilities,-1.2579883174138917,-0.4593958797462671,0.4249736558973231,0.23847553327268547,1.2065537521881975,0.8221935114795281,0.927900237210473,0.868980253025968,1.2329221516527986,1.9129177208561887,1.1479776635158658,-0.14452946915261428,-0.7654082992023076,0.06705157555727521,0.09730359057308531,0.08255333653942071,0.3162898336384096,3.698061438496064,0.06975817307533129,0.9481958158076729,-0.22413254435445548,4.007242172411757,0.9921605071439552,-1.0658392791165636
BBB,Company 186,Rating agency 3,3/18/2011,Energy,-0.37857692163482104,0.015629490746921115,0.3913527317569653,0.2864449537528001,0.793575909436094,0.6958053766794189,-0.3219856713895546,0.763294098571502,1.377437235331545,1.7487020729222449,0.8030455813535272,0.24393534294549343,-0.45697867674603826,-0.023303105936651847,-0.9620346957791307,0.16333265108883438,-0.1344581899551231,2.0278295475492714,-0.026417711020320065,0.7046643661652835,-0.23412977282594882,3.7168177929256823,0.4176019143680837,0.04353785602494108
A,Company 67,Rating agency 3,3/24/2011,Public Utilities,-0.7839145680550388,-0.20608739861704456,-1.8473476100583568,0.3554177402751423,-0.021579466085939608,0.10779480358974042,1.5030652674863323,0.20028517286102376,-0.16407637526622432,-0.3424676215761939,-0.4781131579364316,-0.581098981788478,-1.1310134863856756,0.1452897719096982,0.4931290156447092,0.08193064166758966,-0.5131252438454419,-0.15359608295386626,0.15632878035656322,0.09705022491385043,0.013068942589462855,0.03381565107200428,-0.010150002657019493,0.3517341646560021
BB,Company 460,Rating agency 3,3/24/2011,Capital Goods,0.7843380020364393,0.35253818107730234,0.5071742763173047,0.6555032235533979,-0.3699625087295963,-0.1248673655431608,-0.8784003414514449,-0.20557931838858015,-0.4067012121385764,-0.5714185034937487,-2.529217056443839,0.17663165710959702,0.21343866267756145,0.029179009040501327,-0.2261192583224124,0.13618359874838784,0.11612376188064404,-0.11091812494170669,0.030116033751064048,-0.1509409623745346,0.036762177181864704,-0.5455030747519974,-0.42133944771997567,0.12202375917039841
BBB,Company 261,Rating agency 3,3/29/2011,Energy,-0.4260295506198687,-0.08214276202766649,0.6719874302082443,0.30765892360294067,2.5934739420468884,0.8242139130632494,1.529169093137769,0.8257303371178778,1.1449813096162422,0.378893308227502,0.5350298167709711,-0.786868447546853,-1.1553688211588147,-0.04383718382651175,-1.4219772365833696,0.1640108545701837,-0.6843464459362866,-0.24556053828346625,-0.04955659519194031,0.8427781539423972,-0.015708493568108602,0.5187617851431323,0.8789493723992822,-1.7773986131260346
A,Company 247,Rating agency 3,3/30/2011,Consumer Non-Durables,-0.5884733842001334,-0.22900537554124095,0.28820139008967555,0.23875762293064207,0.21888087344211377,0.24979144949899662,0.09029327206878363,0.18937649727768482,0.6482030570383167,0.6409941025836453,0.7790173418527719,0.33880045486712784,0.02213473697535827,0.09964949050868965,0.3094521237243789,0.06441998126365167,0.2272696652960012,-0.003995801113859207,0.10617242393719993,0.24361939698022292,0.11503958251302673,-0.040794754017037284,-0.1696598419743518,-0.5156485881107229
BBB,Company 100,Rating agency 3,4/4/2011,Public Utilities,-1.4766997988086463,-0.7493739749202569,-0.6003053334897772,0.5066036145146343,0.2917266212513088,0.2860468090951192,-0.34724972362359036,0.3966170634273658,0.26461399520559176,0.35824260168504035,0.4272184810353569,-0.2440468184589111,-0.6964417527391805,0.1279291644212004,0.41066327149414605,0.06233593272089222,-0.0950782676868716,-0.06566446045917086,0.14137976636008986,0.39384837569160497,-0.05566100003205286,-0.0021421148670490364,0.11112424172126328,-0.41060726904851697
BBB,Company 337,Rating agency 3,4/7/2011,Consumer Services,-0.9385274972774357,-0.19212851070191758,0.30029100743998677,0.17057701486466964,0.31898688244377743,0.3647127861324507,0.8605858171547647,0.41862430920376215,0.3017940817025065,0.4300362924197092,0.09096457946313477,-0.23078940072901952,0.9255135138361317,0.031415649475705264,-0.2216030773059188,0.13456921906273267,0.419812454080159,6.01641310970453,0.0322328070925734,0.3587993551269593,-0.2123575750975536,5.812122424256809,0.08632197712347066,-0.1646784431127764
B,Company 381,Rating agency 3,4/8/2011,Capital Goods,0.6303609718286782,0.49652143692400275,0.4165620568146403,0.48123789781824694,-0.35050612456470104,-0.13286911787865127,-1.177307580778911,-0.1718990418305261,-0.19681857772456596,-0.44869439445331805,-0.022201641603082915,1.2990712683204169,0.8006482875358283,-8.75353843717985,1.581934764567917,-0.4884545778394768,0.021330471111902713,-0.12964469823833757,-8.667500196388323,-0.1599957889132627,0.3187607428867426,-0.6775780250731822,-0.5360325716376132,0.5398442978932155
B,Company 94,Rating agency 3,4/8/2011,Energy,-1.3102684558217326,-0.42917046445451573,-1.7717577660133244,0.7004928386505667,0.7088926565639798,0.6863958418881551,1.5249326017772562,0.6600670998780974,0.10941937244798167,0.07942838122131317,-0.25382393394878355,-0.9748259359872726,-1.5237846044240715,0.026409045249864024,-0.25583938006921786,0.19280548838345685,-0.9102832090349374,-0.2731961943445026,0.026872228160935593,0.7078111103515744,-0.02025208512478685,0.21873837888285436,0.8703540828864783,-1.7773986131260346
BBB,Company 91,Rating agency 3,4/11/2011,Energy,-0.21137529672198108,-1.602788337769548,-3.5256678661307017,3.0509101846757436,5.191175032428664,2.807609767174813,1.51899065422949,2.061016386758305,-0.07942525664485921,-0.20306712617419467,-0.7355970959166263,-5.207600338015006,-3.4393384038508064,0.014854876969799612,-0.3586688357605583,0.1728522692132037,-1.2131082525595271,-0.285018218922853,0.012276286006983786,2.9550338974958463,-0.005745667208089187,-0.027801872386121414,8.266179044651846,-1.7773986131260346
A,Company 92,Rating agency 3,4/27/2011,Consumer Services,0.09974866970372716,-1.992170217053575,-1.161544528148882,-2.446369468056936,-0.19986651647157355,0.01604847043512079,-0.5663286470791095,-0.0738705990382811,0.20570224629210213,0.31078323178833395,0.12134100318125805,0.929372994002084,-0.08453587202006856,0.07203088050970499,0.12784257521596687,0.17436011374159693,0.3242544261409949,0.08220113847024516,0.07819335459356958,-0.005509404778245439,0.019896479497478307,0.19702201543856332,-0.3390928933051425,0.3236568565523052
