returnOnCapitalEmployed,operatingCashFlowPerShare,netProfitMargin,debtRatio,operatingCashFlowSalesRatio,effectiveTaxRate,currentRatio,freeCashFlowPerShare,cashRatio,fixedAssetTurnover,freeCashFlowOperatingCashFlowRatio,enterpriseValueMultiple,grossProfitMargin,debtEquityRatio,assetTurnover,payablesTurnover,daysOfSalesOutstanding,returnOnEquity,Day,Name,Month,Year,Agency_Rating agency 3,Rating
-0.684020908,-0.358703894,-0.246924484,0.292203033,-0.515214522,2.228424179,0.359066327,-0.070320618,0.207410328,0.840205851,0.250402992,-0.088854007,-1.339006151,0.10790097,1.21415097,0.224542151,0.53308021,0.281306448,19.0,0.0029895366218236,7.0,2012.0,False,4.0
-0.887250731,-0.766503076,-0.675626992,0.285444506,-0.450932553,-0.743309327,-0.031716506,-0.134288132,0.742256705,0.84329591,0.40572398,-0.982547794,-0.44864542,0.136780667,-0.221733608,-0.572595453,1.086414367,-0.022201642,20.0,0.001993024414549,7.0,2012.0,False,4.0
2.058785358,0.08772398,0.077218029,0.559489569,-0.178543799,0.192264335,-0.001236444,0.101096793,0.873360085,1.672005307,0.52082037,0.024839679,-0.642679107,0.175409305,1.128853769,1.471417574,0.206691304,1.600663314,24.0,0.0029895366218236,7.0,2012.0,True,0.0
0.241653267,-0.329711741,1.11660495,0.097535113,0.446966852,-0.126594217,0.256221698,-0.086585158,0.882299584,-1.15479521,0.048701873,0.332994929,1.504130735,0.072881605,-0.478361017,-1.777398613,-0.283216667,0.78577279,24.0,0.0034877927254608,7.0,2012.0,True,5.0
1.407214184,-0.24119034,0.160857509,1.049133019,-0.164386769,0.134762284,-1.050517101,-0.035291508,-0.324302274,0.130684831,0.323238296,0.050163605,-0.362915426,0.450682625,0.688337922,0.492132253,-0.112655386,1.978145091,30.0,0.0024912805181863,7.0,2012.0,False,0.0
-0.52203976,0.149423519,0.774516538,0.034193548,3.236016419,0.29543622,-1.035100982,-0.560530909,-1.171793434,-2.386831219,-2.111306947,0.091709634,-1.535747425,0.059236404,-2.342012426,-1.049587941,1.459871445,-1.412673533,30.0,0.0029895366218236,7.0,2012.0,True,4.0
-0.741250319,0.022886057,-0.60989271,-0.920426425,0.575633974,0.007017739,-0.290365143,-0.177031029,0.461117105,-1.179542945,-0.62374506,0.767027758,-0.04088877,-0.011617347,-0.7746148,-0.301909964,-0.621872821,-0.022201642,30.0,0.001993024414549,7.0,2012.0,True,5.0
-0.072069891,-0.119958102,0.187032069,-0.662547053,0.052529287,-0.054683028,0.110443136,0.029427923,1.130460651,1.058243332,0.514032283,-0.175376895,0.42773523,-0.007771503,-0.261553256,-0.3079789,0.396050531,-0.342079316,31.0,0.0029895366218236,7.0,2012.0,True,5.0
1.654871334,-0.321711136,0.097353275,1.535690469,-0.257910136,0.13895607,0.265729758,-0.019252487,0.677352255,0.639148193,0.606669907,0.148849265,0.854464111,0.117426026,0.933119251,-0.123486576,0.238305814,0.840263394,1.0,0.001993024414549,8.0,2012.0,False,0.0
-0.167297477,0.325714492,0.507504187,0.266367434,0.210820038,0.373795279,-0.62230213,0.23188902,0.159974073,-1.258750446,0.620937346,0.054161835,1.5012967,0.090271914,-0.588413316,-0.98637808,0.179817844,0.232358684,3.0,0.0029895366218236,8.0,2012.0,True,5.0
0.36391352,-0.55146288,0.117820867,-0.471816074,-0.114375644,0.127677804,0.592417471,-0.098257566,0.925936999,0.765075705,0.349360877,0.104404678,-0.359477753,0.006151405,0.156705348,2.470839404,0.790907996,0.049720353,6.0,0.0014947683109118,8.0,2012.0,False,4.0
-2.714109734,0.269255659,-1.544874354,2.619774344,-0.477938978,-1.669438152,-0.269004914,0.028957147,-0.008591059,0.638118327,0.077012975,-0.475075395,-1.25537486,-0.519798052,0.886434925,0.33656507,-0.201980693,2.030260087,6.0,0.0024912805181863,8.0,2012.0,False,7.0
-0.721610539,-2.463162021,-0.431729368,0.157415129,-0.643985513,0.192739195,0.145199918,-6.399551167,-0.477969507,-0.267959795,1.717548374,-0.108449923,-1.252259704,0.081892483,0.310273073,0.060050383,0.727061921,-0.022201642,7.0,0.0024912805181863,8.0,2012.0,True,3.0
0.141401307,-0.244058301,-0.023834394,0.060092601,-0.219378857,0.153919914,0.181609493,-0.129321149,0.297572941,-0.22262025,-0.360918394,-0.042457104,-0.950432364,0.058485237,0.252585354,0.682073344,0.345178372,0.035721666,9.0,0.0024912805181863,8.0,2012.0,False,4.0
-0.400812105,1.975660356,-0.228188574,-0.870719121,-0.250280504,0.361593173,-0.313803121,0.94666616,0.435746622,0.149554388,0.15001625,-0.104873417,1.507056147,-0.018173077,0.257532185,-1.777398613,0.17597475,-1.139811696,10.0,0.001993024414549,8.0,2012.0,False,5.0
-0.30040157,0.980465268,-0.232482984,0.903082305,-0.06481414,0.155357245,-1.121819661,-1.320687442,-1.154984003,0.801318171,-1.655127442,-0.127490075,-0.94516742,0.322466475,0.20543142,0.890668671,-2.446369468,-0.060144778,10.0,0.0009965122072745,8.0,2012.0,True,5.0
1.273690835,-0.329604692,1.020403034,-3.227035373,0.254112407,-0.098714683,2.006711189,-0.06399962,1.850820475,0.29720225,0.271499098,0.071024732,-0.066753222,-0.095704796,0.299130993,0.045601269,0.432546277,0.509995556,13.0,0.001993024414549,8.0,2012.0,False,0.0
0.046341349,0.484251306,1.027001258,-0.206954815,1.181931912,0.193468068,-1.61878141,0.315239155,-3.069077367,-1.6740954,0.621587915,0.037032232,1.526959721,0.030346459,-1.158965297,-1.777398613,0.236396809,-0.170696738,14.0,0.0024912805181863,8.0,2012.0,False,3.0
-0.063135794,0.452471526,0.001781147,0.649739033,-0.158083974,0.175263464,-0.149155142,0.091066964,0.041309628,0.184413231,0.107916038,0.015597955,1.496726491,0.194079761,-0.32354397,-1.777398613,0.649948332,-0.015670981,14.0,0.0024912805181863,8.0,2012.0,False,3.0
0.846943542,0.027672253,-0.19110837,2.755445799,-0.401015312,0.192586162,-0.087733339,0.01408707,0.674886468,1.288426556,0.238464323,-0.213625674,-0.750020718,-0.38172816,0.971963337,0.839475305,0.592277852,-0.022201642,16.0,0.0024912805181863,8.0,2012.0,False,3.0
2.215234056,4.015293473,0.901966433,-0.720994659,0.277950516,0.15788234,-0.546331504,2.256049605,0.430325846,-0.525299563,-0.175971171,-0.237833402,-0.245847914,-0.00548506,0.292973806,0.104280439,0.167744687,1.092322977,16.0,0.0029895366218236,8.0,2012.0,True,5.0
0.495664334,0.212994666,0.073468769,0.820251499,-0.372313327,0.129240413,-0.132126248,-0.019480107,-0.22499624,0.201662899,-0.048666199,-0.062663249,-0.676620068,0.265611361,0.184493269,0.346396042,0.481243096,0.881035388,20.0,0.0029895366218236,8.0,2012.0,True,0.0
-0.287262884,0.685069193,-0.236892831,-0.633313178,-0.304128786,0.080530262,0.934424678,0.204878335,0.911920021,-0.403622598,0.181769046,-0.15756194,-0.907119506,-0.003356182,0.392548365,0.309100972,-2.446369468,-0.968111494,20.0,0.0024912805181863,8.0,2012.0,False,5.0
0.222500342,0.269572134,0.17582919,-0.214862599,-0.163211,0.357581059,-0.247454634,0.13812308,0.439751203,0.728153486,0.404161396,0.026911842,-0.344446824,0.032947224,0.318627993,1.032083636,0.339203896,0.429261181,20.0,0.001993024414549,8.0,2012.0,False,5.0
0.298914436,6.219973238,-0.163679037,-0.167772108,-0.363441382,-0.128589919,0.224315353,6.01641311,-0.972282836,0.300787017,0.468676021,-0.178509522,-1.221567107,0.034797771,1.287685944,0.885837954,-0.351576359,0.495979927,21.0,0.0024912805181863,8.0,2012.0,True,3.0
-0.444357542,0.169449947,-0.133893213,0.438615189,0.169339077,0.163445654,-0.309480643,-0.124020737,-0.209039479,-1.137171388,-0.394388206,-0.034435538,1.502021124,0.140313938,-0.80311169,-0.099706808,0.294246169,-1.055793741,24.0,0.0034877927254608,8.0,2012.0,True,5.0
1.934615659,-0.40132008,1.370299223,-0.544231873,0.265826894,0.177637478,2.038601979,-0.093772638,1.783793893,-0.542082772,0.079309967,0.073010281,0.065458781,0.003165336,0.032837716,0.183272574,0.184769929,1.14195647,27.0,0.0029895366218236,8.0,2012.0,False,5.0
-0.386545216,0.164925478,-0.328374252,1.095531189,-0.202907295,0.016095428,0.333850972,0.0722562,0.915441092,0.01027791,0.317524575,0.49034277,1.529276088,0.539954753,0.865587467,-0.728318252,0.267713289,0.200773234,28.0,0.0009965122072745,8.0,2012.0,True,1.0
0.276396094,1.773339259,-0.092793352,-1.291174951,-0.361911498,0.158875437,3.16954016,1.260535202,1.970232554,2.374524377,0.575292163,0.236839931,1.520723471,-0.039022312,0.734390874,1.112459269,-1.916668555,-0.197373403,5.0,0.0004982561036372,9.0,2012.0,False,5.0
0.473129289,0.355862875,0.120387615,-0.176017134,-0.278220343,0.178220187,0.191200157,0.151942625,-0.204561512,0.589192836,0.353928122,-0.105967067,-0.545493631,0.038066242,0.49964491,0.088047512,0.780362747,0.532580396,6.0,0.0029895366218236,9.0,2012.0,False,5.0
-1.356723743,-0.818973495,-1.79052882,-1.517799173,-0.656382265,-0.126355755,1.591264976,-0.149533046,0.961950825,-0.54417844,1.717548374,2.975755713,0.489437407,-0.046968186,-0.893605179,-0.799341157,-2.446369468,-0.022201642,7.0,0.0014947683109118,9.0,2012.0,True,4.0
-0.325543123,-1.094794281,-0.269932045,0.798289222,-0.742752368,0.068025625,0.40800826,-0.214725579,0.65213406,1.209586341,1.01245313,0.158227583,0.328495024,0.272485658,0.401384416,-0.222279848,0.623729587,-0.236882071,7.0,0.0024912805181863,9.0,2012.0,False,4.0
0.236352506,0.170840239,1.104913001,0.074082288,0.382683256,-0.017196558,1.57581601,0.128813702,0.338280012,0.060517775,0.490666145,0.167461102,1.521465187,0.065375281,-0.7340853,-0.297807633,0.451187516,0.494160645,10.0,0.0024912805181863,9.0,2012.0,False,5.0
-0.583596409,-0.079782325,-0.036995566,0.348185123,-0.195510249,-1.431893113,0.160061155,-0.631528333,0.420261191,-1.280086997,-3.667451839,0.14825356,-0.703067358,0.111834821,-1.042173316,0.096586376,0.29133442,-1.106291773,11.0,0.0004982561036372,9.0,2012.0,True,4.0
0.575748524,0.27978891,0.346220404,-1.862488882,0.258998827,0.169344281,-0.468507028,0.210736939,0.540780883,-0.275704865,0.617185016,-0.188897256,0.014064617,-0.057437493,-0.27616255,-0.459123476,0.535167623,-0.407587292,11.0,0.0004982561036372,9.0,2012.0,False,5.0
1.712566227,-0.108704008,0.15218825,1.684102848,-0.27130287,0.190922175,-1.464765466,-0.006875652,-0.49536758,0.347238497,0.307388243,0.244731849,-0.272365059,-8.753538437,0.762897571,0.438970644,-2.446369468,-0.022201642,12.0,0.0009965122072745,9.0,2012.0,False,5.0
-1.722977927,-2.463162021,-0.750986418,0.118342725,-0.691412857,-0.123757402,0.069262594,-6.399551167,-0.452208686,0.689309659,1.161821494,-0.375992996,-1.252733088,0.068613178,0.741308667,0.106643606,-0.490451482,-0.022201642,14.0,0.0034877927254608,9.0,2012.0,False,3.0
0.481625478,0.464720748,-0.367860195,0.150796513,-0.569999946,0.097971024,-0.085110869,0.287989687,-0.442553618,2.374524377,0.585027189,-0.083687383,-1.396558402,0.074292494,1.876893782,0.491289939,0.229245232,-0.373259409,14.0,0.0009965122072745,9.0,2012.0,False,5.0
0.296370388,0.10428791,-0.117200567,-0.447898996,-0.411774399,0.066943849,0.045389688,-0.002511124,0.170931973,0.566139446,0.091661063,-0.057084135,-0.90386063,0.008282231,0.774197764,0.55696635,0.12709265,0.048526574,17.0,0.0029895366218236,9.0,2012.0,True,5.0
0.557190076,-0.432125767,0.02080227,-2.334570084,-0.166025527,0.180815533,0.634021249,-0.093523541,0.839012654,0.157792033,0.147530915,-0.033337064,-0.708344402,-0.068221786,0.595755407,1.460356685,-0.206680074,-0.18930813,18.0,0.0024912805181863,9.0,2012.0,False,5.0
0.411820875,0.327160899,-0.039021378,-0.397678639,-0.266889392,0.106217531,0.853976755,0.082225514,0.702748244,0.000631828,0.187869204,-0.018444207,-0.979979323,0.014128472,0.675176166,0.576167451,0.337622309,0.203152653,18.0,0.0024912805181863,9.0,2012.0,False,5.0
-0.410470202,0.232987286,0.099554509,0.395735819,0.016594351,-0.077074027,-1.014744451,-0.320174494,-0.603772815,-1.332720784,-1.061183425,0.235494585,1.512825349,0.133219606,-0.930324895,-1.777398613,0.296466805,-0.615184538,19.0,0.0029895366218236,9.0,2012.0,False,5.0
-0.315279854,-0.474283127,-0.136668634,0.583807046,-0.44834763,-0.009139604,1.371920661,-0.075319172,0.558998611,0.861366565,0.447277746,0.211639879,-0.385330646,0.178937408,-0.001027833,0.260154272,0.722021175,-0.169723442,24.0,0.0014947683109118,9.0,2012.0,False,3.0
-1.679850102,-0.200268222,-0.748727774,1.523601414,-0.410026992,-0.150240608,-0.128100762,-0.027637082,-0.134049888,0.500129197,0.317874123,0.820145711,-0.554920475,2.211204001,0.875733419,0.173533797,0.603619797,-0.022201642,24.0,0.0029895366218236,9.0,2012.0,False,4.0
0.397329322,-0.219707884,0.126997405,0.301505992,-0.171480531,0.141692415,-0.835422817,-0.029719619,-0.524870363,0.285659929,0.337316768,0.067953913,-0.444960599,0.106787844,0.2581574,0.598777278,0.031153873,0.556544797,25.0,0.0029895366218236,9.0,2012.0,True,5.0
-0.51105424,-0.351573631,0.025907372,0.876365923,0.320996338,-0.488265036,-0.330905464,-0.09272187,0.257209934,-1.394226717,0.024422065,0.347802172,1.26863343,0.300760722,-1.534753168,-0.782430011,0.012886448,-0.887521895,3.0,0.001993024414549,10.0,2012.0,False,4.0
1.34579031,0.213984562,0.128790974,-0.971776852,-0.346003964,0.072014792,0.665020852,0.042808635,0.409702596,0.507410712,0.162923795,0.014943484,-0.75567174,-0.024377255,0.865072683,0.629178146,0.361340064,0.58972819,12.0,0.0029895366218236,10.0,2012.0,False,0.0
-4.474481633,-0.917387211,-1.486755489,1.039462506,-0.852183052,-0.107366709,0.08564772,-0.16991518,0.321234187,0.668576026,0.987321758,-0.416012657,-0.862392038,0.465372601,0.843400531,1.067425716,0.279564221,-0.022201642,12.0,0.0004982561036372,10.0,2012.0,True,4.0
0.681483158,0.118940375,-0.133561258,-0.080483146,-0.419684756,0.174814554,-1.203530112,0.099965629,0.147174693,1.477493193,0.461929115,-0.046910681,1.408859894,0.042588434,0.848196076,-1.462880807,-0.786550945,0.210079213,17.0,0.001993024414549,10.0,2012.0,False,0.0
-0.179348327,-0.061124531,0.058317143,0.686461554,0.632165832,0.204715374,-1.0037007,0.064831929,-1.277445703,-1.264904783,0.607117389,-0.098755666,1.479248389,0.20324647,-0.557876011,-1.777398613,0.255392315,-0.107170725,17.0,0.0034877927254608,10.0,2012.0,True,3.0
0.782919136,-0.280716372,-0.136946434,-2.419249595,-0.343440733,0.173006258,1.582237566,-0.04770521,1.341907067,0.97958855,0.314736147,-0.00803339,-0.589218727,-0.069310845,1.162345102,1.126302346,-2.446369468,-0.115034679,17.0,0.0029895366218236,10.0,2012.0,True,4.0
0.224210361,-0.33528074,0.505036556,0.379467034,0.131018175,0.18561073,-0.66234557,-0.116844244,0.124245529,-1.230621296,-0.219770694,-0.019424349,0.949383774,0.117642612,-0.531013224,-0.614325187,0.042169222,0.379608337,17.0,0.0034877927254608,10.0,2012.0,False,5.0
-0.460756543,-1.481100214,0.564917972,0.185536315,-0.932482566,-2.27934829,3.16954016,-0.244503308,1.488072119,0.967567481,0.608654413,0.442945402,1.492076448,0.082599313,-0.493187895,0.89262012,-1.17105769,0.341414955,18.0,0.0024912805181863,10.0,2012.0,False,3.0
0.309525003,-0.405810212,-0.091239821,0.1808227,-0.379261102,0.1127293,0.741934029,-0.06834666,0.367169842,0.723945413,0.375827655,0.088646964,-0.314906963,0.080387035,0.570323271,0.167029322,0.655613832,0.245899451,19.0,0.0024912805181863,10.0,2012.0,False,5.0
-0.075443801,-0.213384958,-0.267480734,-1.063579266,-0.430670605,0.131196986,1.029315944,-0.108019483,0.52691733,0.276695619,-0.215810065,0.123466471,-1.320988887,-0.030052009,0.846677609,1.178498623,0.090219094,-0.860518303,22.0,0.0024912805181863,10.0,2012.0,False,0.0
-0.233728154,0.003712761,0.139893195,-0.898420425,0.13346376,1.950897817,-1.292597621,-0.200204377,-0.458863606,-1.077285436,-0.74676622,-0.137040881,0.52820386,-0.021658154,-0.339409854,-0.561397364,0.457122758,-0.573628686,24.0,0.0024912805181863,10.0,2012.0,False,5.0
-0.50148474,-0.428359797,0.881027905,-2.940312629,0.535244359,0.51551012,2.052753685,-0.050776509,1.706455296,-0.899538993,0.607726967,-0.020335943,-0.272836536,-0.077169262,-0.89668086,0.205470685,0.523648137,-0.641725581,26.0,0.0024912805181863,10.0,2012.0,False,0.0
-0.702027374,-0.34058252,-0.430355588,-0.570404506,-0.421324375,0.446150706,0.236679538,-0.142805443,-1.045064418,-0.334460519,-0.468345201,0.404730362,-1.08669278,-0.001907275,0.091280882,0.038393995,-2.446369468,-0.022201642,26.0,0.0029895366218236,10.0,2012.0,True,5.0
0.188918754,0.990210728,1.311079424,-0.457854225,0.455009698,-0.130273484,0.826386976,0.466921464,1.30550319,-1.388531344,0.366866565,-0.123758195,-0.402533119,0.016906622,-1.167352152,0.223841748,1.108787417,-0.01097405,31.0,0.0029895366218236,10.0,2012.0,True,3.0
-0.45449293,0.176100393,-0.467693827,0.185902421,-0.352143699,1.107793576,-0.218732018,0.114505272,0.092189591,0.749120348,0.452043817,0.321756689,-0.074930185,0.081570723,0.406816948,0.301516792,0.374006036,-0.022201642,1.0,0.0029895366218236,11.0,2012.0,False,0.0
-0.388661426,-0.364191648,-0.024209929,0.667557772,0.019223134,0.03421827,0.369828335,-0.071654823,0.735615745,-1.002530749,0.239203573,0.055245661,1.526824321,0.201988391,-0.577594905,-1.777398613,-2.446369468,-0.317141132,1.0,0.001993024414549,11.0,2012.0,False,4.0
-0.713750115,-0.031241755,-0.409173882,0.098922755,-0.526314226,-0.106993935,-0.514770646,0.018158014,0.762070569,1.338269388,0.319348997,-0.034234775,1.448101794,0.070140194,1.750160588,-1.390423058,-2.446369468,-3.37842302,2.0,0.0024912805181863,11.0,2012.0,False,4.0
1.988440583,1.818135528,2.62575586,-1.540829871,0.868718409,-0.131820069,1.761887634,1.3609449,1.28815733,0.430389653,0.617259726,-0.19467095,0.638493484,-0.043577202,-0.266084982,-0.769533248,-2.446369468,1.109236623,5.0,0.0014947683109118,11.0,2012.0,False,0.0
-0.86549848,0.374510097,-0.625630975,-0.461234753,-0.424033157,0.179426174,-0.263037474,-0.090418816,-0.205328754,-0.413849021,-0.323549167,0.32928737,-1.534278432,0.01867338,0.171519415,0.390197511,-0.175093306,-0.022201642,6.0,0.0009965122072745,11.0,2012.0,False,4.0
0.689134953,-0.251104745,1.236390335,-0.257294066,0.30091223,0.098460165,-1.047629884,-0.06298434,0.146698927,-1.304526929,0.139410226,0.048009113,-0.025339078,0.026097305,-0.550657791,-0.351359706,0.045682213,0.556045614,8.0,0.0029895366218236,11.0,2012.0,False,0.0
-0.060045121,-0.667009718,1.110138554,-1.778061553,0.598581442,0.114037942,2.103747186,-0.159119322,1.970232554,-1.609660608,-1.150220467,0.13423526,-0.286432775,-0.054863939,-1.316158115,-0.171280428,-0.194135922,-0.724291944,8.0,0.0029895366218236,11.0,2012.0,True,4.0
-0.638934789,-0.308256816,-0.53746547,-0.61646574,-0.381832426,2.228424179,0.617320771,-0.04430663,0.519796986,1.347977341,0.381683689,0.090687832,-0.410716446,-0.001699685,0.11199018,0.67549789,0.888611649,-0.022201642,9.0,0.0024912805181863,11.0,2012.0,True,4.0
1.086837193,-0.088440666,0.240372571,0.325321755,-0.124556527,0.139098609,-0.773134997,0.028743449,-0.145418613,1.041613015,0.473909274,-0.038096317,0.448352818,0.106495829,0.580539081,0.470771351,-0.358307143,1.094683172,9.0,0.0024912805181863,11.0,2012.0,False,4.0
-0.310991703,-0.093964737,0.01410767,-0.318351795,-0.300352289,-0.110108587,-0.121527748,-0.013869358,-0.637242028,0.226921978,0.254954639,0.236063732,-0.645754027,0.020907695,-0.347641969,0.228174534,0.717855706,-0.647648663,14.0,0.0029895366218236,11.0,2012.0,True,0.0
0.451406344,0.193129704,0.012461947,-0.925633365,-0.20678033,0.150164115,0.881996618,0.082779375,-0.044327595,0.429914938,0.333327782,0.030551016,-0.796096256,-0.022458866,0.558003987,0.727116882,0.372567157,0.03443892,15.0,0.0009965122072745,11.0,2012.0,False,5.0
-0.789546162,-2.463162021,2.965322344,1.045337408,-0.932482566,-1.305570548,-1.671971749,-0.391028345,0.183395258,1.620414573,0.620145017,-0.209680115,1.44023825,0.42018039,-1.868419697,-1.148698644,-2.255882154,1.074746526,19.0,0.0009965122072745,11.0,2012.0,False,8.0
1.280247019,0.885189799,0.211981565,-1.4344619,-0.125811906,0.231430647,0.102448431,0.024809987,0.657376376,-0.353378651,-0.221906292,-0.127315987,1.219853411,-0.043889379,0.551437624,-1.071055395,0.082187096,0.301437532,26.0,0.001993024414549,11.0,2012.0,False,1.0
-0.329272443,0.032799107,-0.0767015,-0.041437944,-0.162768753,-0.145298007,0.374943793,-0.045412815,0.350483262,-0.473815683,-0.025340273,0.115495757,-0.654106129,0.050860223,-0.086517617,0.211188462,0.823540456,-0.519676532,27.0,0.0004982561036372,11.0,2012.0,True,4.0
0.342070444,-0.044766049,-0.237094747,-1.347277349,-0.454784366,0.196167745,-0.114800045,0.008824752,-0.677557312,1.023535343,0.315731257,0.011974808,-1.003425554,-0.03951199,1.181727508,1.337377371,-0.26729416,-0.375468784,27.0,0.0029895366218236,11.0,2012.0,False,5.0
-0.517460763,0.698961248,-0.223430673,-0.87063163,-0.289643479,1.905155971,-0.426930646,-0.286220847,0.077362782,-0.200257074,-0.708728124,-0.093870944,-0.90382926,-0.019912404,1.043285004,0.472099705,-0.122301661,-0.319771814,27.0,0.0029895366218236,11.0,2012.0,False,5.0
0.451784293,-0.460300848,0.646408957,1.206177253,0.025042413,-0.025752691,0.680852704,-0.074987989,1.626990253,1.493908357,0.415603762,-0.10554421,-0.231007515,0.665869739,-0.043426327,0.171762919,-2.446369468,2.242386892,27.0,0.0014947683109118,11.0,2012.0,False,5.0
0.097926631,-0.274763832,0.109749406,1.472822148,-0.203793947,0.149926478,-0.579221613,-0.039510824,0.172951746,0.958862785,0.347102103,0.006309436,1.427142116,2.211204001,0.006964661,-1.714330519,0.451095319,3.715443531,27.0,0.0034877927254608,11.0,2012.0,True,5.0
-0.369693164,0.97144853,0.241701348,-0.945690779,0.779629248,0.806191096,-0.95732781,0.620213092,-1.589325535,-1.463070469,0.619299795,-0.083707163,1.512632305,-0.021521698,-0.87404521,-1.777398613,-2.446369468,-0.939297107,28.0,0.0024912805181863,11.0,2012.0,False,0.0
-0.292787757,0.104922738,-0.092645719,0.112927149,0.285764027,0.107719414,-1.349801126,0.000346821,-0.363931326,-0.613179557,0.113969116,0.021910089,0.159407471,0.076031944,-0.313181424,-0.4511782,0.176605489,-0.679388517,28.0,0.001993024414549,11.0,2012.0,False,0.0
0.873058312,0.131309092,-0.315534674,-0.492635163,-0.529837072,0.175935737,-0.591242673,0.009850803,0.09352727,0.623606636,0.127307671,0.099474435,-1.178327587,0.003404669,1.876893782,0.841849323,-2.287902627,-0.053849928,28.0,0.0024912805181863,11.0,2012.0,False,0.0
-1.074964756,-0.037792029,-0.958296669,0.743012613,-0.346719334,-0.334452032,-0.632171201,0.003750077,-0.024654112,0.80314325,0.257062546,-0.421114976,-0.018267864,0.249742261,0.622724097,-0.045071681,0.389255475,-0.022201642,28.0,0.001993024414549,11.0,2012.0,False,5.0
-0.136763431,0.020127707,0.153751453,-0.558077644,-0.138365492,0.376583074,0.127077175,-0.131342775,-1.541513831,-0.773329959,-0.411033175,0.049324193,1.49509516,0.000593996,-0.092667669,0.573827873,0.455596717,-0.19264646,29.0,0.0014947683109118,11.0,2012.0,False,5.0
0.101937777,-0.518259272,-0.451174829,-0.485390501,0.226502179,2.228424179,-0.968974628,-0.079347677,-0.049009679,-0.43317165,0.536661346,0.047667676,-0.378143063,0.097202107,-0.873151887,-0.55637393,1.16657992,-0.022201642,30.0,0.0014947683109118,11.0,2012.0,False,3.0
2.183181438,0.035049457,1.051749697,-0.115013438,0.917013524,0.167840708,-0.795961546,0.101936909,-0.237117717,-0.798495186,0.608661017,-0.129959885,0.120716209,0.06775068,-0.15155749,-0.981738526,1.051933492,1.123252064,30.0,0.001993024414549,11.0,2012.0,False,3.0
1.051896002,0.267396384,-0.041797002,0.388727966,-0.326571626,0.128638397,0.136785146,0.146691753,0.444704889,0.79217943,0.434691359,0.233683113,-0.198492024,0.124265285,0.963690915,0.181408737,0.228495682,0.968841907,4.0,0.0009965122072745,12.0,2012.0,False,0.0
0.516151482,0.488399243,-0.236973502,-0.46666302,-0.471624988,0.174069984,0.307603075,0.224897074,-0.15473456,1.623704192,0.402195301,-0.061797119,1.491219701,0.010604485,1.238193672,-1.777398613,-0.951276445,-0.052748024,5.0,0.0014947683109118,12.0,2012.0,False,5.0
-0.991456049,-0.23280893,-1.182795663,0.162898283,-0.348057441,-0.606140511,-0.470024679,-0.342478641,-0.429523944,-1.136356978,-2.150599305,0.836076293,-0.951920967,0.072102416,-0.398938066,0.522385752,-0.233829424,-0.022201642,6.0,0.0024912805181863,12.0,2012.0,False,5.0
-0.719287756,-0.650053265,1.152672411,-3.227035373,0.400335114,-1.361268066,3.16954016,-0.107948937,1.207260029,1.682493212,0.575263561,0.486551191,1.2946393,-0.103782599,-0.98824944,-1.002330854,0.284494861,-0.802166198,7.0,0.0014947683109118,12.0,2012.0,False,8.0
0.377697241,0.212222769,0.170527835,2.512541168,0.574259802,0.195098032,0.079336509,0.16907291,0.800280137,1.219979175,0.584688741,-0.031793685,0.348295059,-0.545161566,-0.196299461,0.54434578,0.736746324,-0.022201642,10.0,0.0014947683109118,12.0,2012.0,False,4.0
0.211846554,-0.264275486,0.270018238,-0.325748584,0.01704885,0.219442956,-1.102379237,-0.025846201,-0.080300027,0.551726001,0.432211591,0.176463137,0.32777498,0.015826271,-0.395352556,1.738352602,0.51269809,-0.212876129,10.0,0.0024912805181863,12.0,2012.0,False,5.0
-0.012149791,-0.296238777,-0.284648895,0.461234513,-0.510054488,0.178421441,-0.098080542,-0.113362089,0.166959836,0.770321729,-0.206351067,-0.102329199,-1.323352934,0.146394425,1.353318436,0.106157695,-0.114881382,0.28491933,10.0,0.0034877927254608,12.0,2012.0,True,5.0
0.558267126,-0.136828385,0.373457453,-1.259889729,-0.036355058,0.167315499,-0.649114647,-0.04411303,0.031334143,-0.262430955,0.128504145,0.038063288,-0.194980046,-0.032319096,-0.116976036,-0.204747821,0.489400259,-0.0327568,12.0,0.0034877927254608,12.0,2012.0,True,0.0
2.073947249,0.918584731,0.202673771,0.242781463,-0.239614591,0.125627968,1.37129357,0.484710488,0.358968888,0.487385266,0.477444248,0.044095535,-0.689612126,0.091281744,1.112463159,0.953299416,0.385836863,1.563559092,13.0,0.001993024414549,12.0,2012.0,False,5.0
0.606238606,-0.086308875,-0.087913993,1.519107157,-0.523555297,0.144784063,-0.537571612,-0.060482861,-0.351793752,0.803723317,-0.005106437,-0.05014246,-1.285168359,2.211204001,0.729807352,1.399690552,-2.446369468,3.760369805,14.0,0.0024912805181863,12.0,2012.0,False,5.0
-0.265270164,0.081891586,-0.058062739,0.242678852,-0.091927677,0.155859317,-1.531989492,-0.214277689,-1.184878665,-1.020973885,-0.770928861,-0.011219046,-0.382854956,0.09758777,-0.339040484,0.656697535,-0.09235328,-0.496128132,8.0,0.0024912805181863,1.0,2013.0,False,5.0
